species_binom,Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG
Gardenia_megasperma,7322,Schmidt_2003,Rubiaceae,Gardenia,woody,long,0,AM,-12.65,132.9166667,10,NA,466.8,NA,46.68,NA,-12.65132.9166667
Gardenia_megasperma,7329,Schmidt_2003,Rubiaceae,Gardenia,woody,long,0,AM,-12.65,132.9166667,10,NA,474.1,NA,47.41,NA,-12.65132.9166667
Gardenia_megasperma,7326,Schmidt_2003,Rubiaceae,Gardenia,woody,long,0,AM,-12.65,132.9166667,8,NA,475.75,NA,59.46875,NA,-12.65132.9166667
Gardenia_megasperma,7330,Schmidt_2003,Rubiaceae,Gardenia,woody,long,0,AM,-12.65,132.9166667,7,NA,471.3,NA,67.32857143,NA,-12.65132.9166667
Helicia_australasica,7029,Schmidt_2003,Proteaceae,Helicia,woody,long,0,NM,-12.65,132.9166667,15,NA,430.9,NA,28.72666667,NA,-12.65132.9166667
Helicia_australasica,7028,Schmidt_2003,Proteaceae,Helicia,woody,long,0,NM,-12.65,132.9166667,9,NA,438.5,NA,48.72222222,NA,-12.65132.9166667
Ilex_arnhemensis,211,Schmidt_2003,Aquifoliaceae,Ilex,woody,long,0,AM,-12.65,132.9166667,12,NA,492.5,NA,41.04166667,NA,-12.65132.9166667
Jacksonia_dilatata,1954,Schmidt_2003,Fabaceae,Jacksonia,woody,long,1,EcM-AM,-12.65,132.9166667,15,NA,511.5,NA,34.1,NA,-12.65132.9166667
Jacksonia_dilatata,1952,Schmidt_2003,Fabaceae,Jacksonia,woody,long,1,EcM-AM,-12.65,132.9166667,11,NA,509.5,NA,46.31818182,NA,-12.65132.9166667
Litsea_glutinosa,2620,Schmidt_2003,Lauraceae,Litsea,woody,long,0,AM,-12.65,132.9166667,20,NA,482.15,NA,24.1075,NA,-12.65132.9166667
Litsea_leefeana,2475,Bloomfield_2018,Lauraceae,Litsea,woody,long,0,AM,-17.117,145.63,17.072,1.638,NA,10.42246642,NA,NA,-17.117145.63
Litsea_leefeana,2476,Bloomfield_2018,Lauraceae,Litsea,woody,long,0,AM,-17.117,145.63,16.146,0.786,NA,20.54198473,NA,NA,-17.117145.63
Litsea_leefeana,2477,Bloomfield_2018,Lauraceae,Litsea,woody,long,0,AM,-17.117,145.63,19.104,1.435,NA,13.31289199,NA,NA,-17.117145.63
Lophopetalum_arnhemicum,649,Schmidt_2003,Celastraceae,Lophopetalum,woody,long,0,AM,-12.65,132.9166667,17,NA,489.5,NA,28.79411765,NA,-12.65132.9166667
Lophostemon_lactifluus,4625,Schmidt_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.65,132.9166667,14,NA,496.5,NA,35.46428571,NA,-12.65132.9166667
Lophostemon_lactifluus,4628,Schmidt_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.65,132.9166667,13,NA,504.5,NA,38.80769231,NA,-12.65132.9166667
Lophostemon_lactifluus,4622,Schmidt_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.65,132.9166667,11,NA,525.05,NA,47.73181818,NA,-12.65132.9166667
Lophostemon_lactifluus,4623,Schmidt_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.65,132.9166667,10,NA,508,NA,50.8,NA,-12.65132.9166667
Lophostemon_lactifluus,4438,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,16.4,1.19,NA,13.78151261,NA,NA,-12.7131
Lophostemon_lactifluus,4439,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,9.5,0.64,NA,14.84375,NA,NA,-12.7131
Lophostemon_lactifluus,4440,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,9.5,0.46,NA,20.65217391,NA,NA,-12.7131
Lophostemon_lactifluus,4441,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,11.6,0.65,NA,17.84615385,NA,NA,-12.7131
Lophostemon_lactifluus,4442,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,9.2,0.68,NA,13.52941176,NA,NA,-12.7131
Lophostemon_lactifluus,4443,Prior_2003,Myrtaceae,Lophostemon,woody,long,0,EcM-AM,-12.7,131,9.2,0.54,NA,17.03703704,NA,NA,-12.7131
Mallotus_nesophilus,1262,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,22.9,1.39,NA,16.47482014,NA,NA,-12.4130.9
Mallotus_nesophilus,1263,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,20.7,1.04,NA,19.90384615,NA,NA,-12.4130.9
Mallotus_nesophilus,1264,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,24.6,1.43,NA,17.2027972,NA,NA,-12.4130.9
Mallotus_nesophilus,1265,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,18.1,1.24,NA,14.59677419,NA,NA,-12.4130.9
Mallotus_nesophilus,1266,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,17.6,1.11,NA,15.85585586,NA,NA,-12.4130.9
Mallotus_nesophilus,1267,Prior_2003,Euphorbiaceae,Mallotus,woody,long,0,AM,-12.4,130.9,18.7,1.38,NA,13.55072464,NA,NA,-12.4130.9
Maranthes_corymbosa,735,Schmidt_2003,Chrysobalanaceae,Maranthes,woody,long,0,AM,-12.65,132.9166667,11,NA,424,NA,38.54545455,NA,-12.65132.9166667
Melaleuca_leucadendra,4444,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,10.3,1.27,NA,8.11023622,NA,NA,-12.4130.9
Melaleuca_leucadendra,4445,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,14.1,0.8,NA,17.625,NA,NA,-12.4130.9
Melaleuca_leucadendra,4446,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,11.7,2.05,NA,5.707317073,NA,NA,-12.4130.9
Melaleuca_leucadendra,4447,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,7.7,0.74,NA,10.40540541,NA,NA,-12.4130.9
Melaleuca_leucadendra,4448,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,12.6,0.73,NA,17.26027397,NA,NA,-12.4130.9
Melaleuca_leucadendra,4449,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.4,130.9,11.5,1.25,NA,9.2,NA,NA,-12.4130.9
Melaleuca_nervosa,4631,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,7,NA,489.5,NA,69.92857143,NA,-12.65132.9166667
Melaleuca_viridiflora,4637,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,18,NA,492.5,NA,27.36111111,NA,-12.65132.9166667
Melaleuca_viridiflora,4635,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,14,NA,522,NA,37.28571429,NA,-12.65132.9166667
Melaleuca_viridiflora,4634,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,12,NA,526.95,NA,43.9125,NA,-12.65132.9166667
Melaleuca_viridiflora,4636,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,11,NA,508,NA,46.18181818,NA,-12.65132.9166667
Melaleuca_viridiflora,4639,Schmidt_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.65,132.9166667,8,NA,491,NA,61.375,NA,-12.65132.9166667
Melaleuca_viridiflora,4450,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,9.3,0.52,NA,17.88461538,NA,NA,-12.7131
Melaleuca_viridiflora,4451,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,6.7,0.4,NA,16.75,NA,NA,-12.7131
Melaleuca_viridiflora,4452,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,8.6,0.38,NA,22.63157895,NA,NA,-12.7131
Melaleuca_viridiflora,4453,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,8.4,0.37,NA,22.7027027,NA,NA,-12.7131
Melaleuca_viridiflora,4454,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,11.3,0.48,NA,23.54166667,NA,NA,-12.7131
Melaleuca_viridiflora,4455,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,8.4,0.39,NA,21.53846154,NA,NA,-12.7131
Melaleuca_viridiflora,4456,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,6.6,0.32,NA,20.625,NA,NA,-12.7131
Melaleuca_viridiflora,4457,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,10,0.57,NA,17.54385965,NA,NA,-12.7131
Melaleuca_viridiflora,4458,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,9.7,0.57,NA,17.01754386,NA,NA,-12.7131
Melaleuca_viridiflora,4459,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,6.8,0.29,NA,23.44827586,NA,NA,-12.7131
Melaleuca_viridiflora,4460,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,7.6,0.47,NA,16.17021277,NA,NA,-12.7131
Melaleuca_viridiflora,4461,Prior_2003,Myrtaceae,Melaleuca,woody,long,0,EcM-AM,-12.7,131,6.4,0.3,NA,21.33333333,NA,NA,-12.7131
Myristica_insipida,2999,Schmidt_2003,Myristicaceae,Myristica,woody,long,0,AM,-12.65,132.9166667,17,NA,484.5,NA,28.5,NA,-12.65132.9166667
Owenia_vernicosa,2859,Schmidt_2003,Meliaceae,Owenia,woody,long,0,AM,-12.65,132.9166667,14,NA,486.6,NA,34.75714286,NA,-12.65132.9166667
Pandanus_spiralis,6134,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,12,NA,450.1,NA,37.50833333,NA,-12.65132.9166667
Pandanus_spiralis,6132,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,12,NA,466,NA,38.83333333,NA,-12.65132.9166667
Pandanus_spiralis,6130,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,12,NA,467.45,NA,38.95416667,NA,-12.65132.9166667
Pandanus_spiralis,6140,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,10,NA,451,NA,45.1,NA,-12.65132.9166667
Pandanus_spiralis,6143,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,10,NA,451.2,NA,45.12,NA,-12.65132.9166667
Pandanus_spiralis,6142,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,10,NA,457.9,NA,45.79,NA,-12.65132.9166667
Pandanus_spiralis,6131,Schmidt_2003,Pandanaceae,Pandanus,woody,long,0,NM-AM,-12.65,132.9166667,9,NA,452,NA,50.22222222,NA,-12.65132.9166667
Persoonia_falcata,7033,Schmidt_2003,Proteaceae,Persoonia,woody,long,0,NM,-12.65,132.9166667,10,NA,497.15,NA,49.715,NA,-12.65132.9166667
Persoonia_falcata,7034,Schmidt_2003,Proteaceae,Persoonia,woody,long,0,NM,-12.65,132.9166667,9,NA,483.55,NA,53.72777778,NA,-12.65132.9166667
Persoonia_falcata,7035,Schmidt_2003,Proteaceae,Persoonia,woody,long,0,NM,-12.65,132.9166667,8,NA,NA,NA,NA,NA,-12.65132.9166667
Planchonia_careya,2667,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,16,NA,486.5,NA,30.40625,NA,-12.65132.9166667
Planchonia_careya,2668,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,15,NA,473,NA,31.53333333,NA,-12.65132.9166667
Planchonia_careya,2662,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,13,NA,456.15,NA,35.08846154,NA,-12.65132.9166667
Planchonia_careya,2665,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,10,NA,479.15,NA,47.915,NA,-12.65132.9166667
Planchonia_careya,2671,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,7,NA,496.5,NA,70.92857143,NA,-12.65132.9166667
Planchonia_careya,2672,Schmidt_2003,Lecythidaceae,Planchonia,woody,long,0,AM,-12.65,132.9166667,6,NA,500.15,NA,83.35833333,NA,-12.65132.9166667
Polyscias_elegans,216,Bloomfield_2018,Araliaceae,Polyscias,woody,long,0,AM,-17.117,145.63,14.916,1.179,NA,12.65139949,NA,NA,-17.117145.63
Polyscias_elegans,217,Bloomfield_2018,Araliaceae,Polyscias,woody,long,0,AM,-17.117,145.63,20.59,1.192,NA,17.27348993,NA,NA,-17.117145.63
Polyscias_elegans,218,Bloomfield_2018,Araliaceae,Polyscias,woody,long,0,AM,-17.117,145.63,13.735,0.946,NA,14.51902748,NA,NA,-17.117145.63
Polyscias_elegans,219,Bloomfield_2018,Araliaceae,Polyscias,woody,long,0,AM,-17.117,145.63,15.105,0.675,NA,22.37777778,NA,NA,-17.117145.63
Polyscias_elegans,220,Bloomfield_2018,Araliaceae,Polyscias,woody,long,0,AM,-17.117,145.63,16.781,1.141,NA,14.70727432,NA,NA,-17.117145.63
Syzygium_eucalyptoides,4462,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,7.1,0.48,NA,14.79166667,NA,NA,-12.7131
Syzygium_eucalyptoides,4463,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,8.9,0.52,NA,17.11538462,NA,NA,-12.7131
Syzygium_eucalyptoides,4464,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,9.5,0.55,NA,17.27272727,NA,NA,-12.7131
Syzygium_eucalyptoides,4465,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,7.7,0.42,NA,18.33333333,NA,NA,-12.7131
Syzygium_eucalyptoides,4466,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,8.9,0.53,NA,16.79245283,NA,NA,-12.7131
Syzygium_eucalyptoides,4467,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,9.2,0.52,NA,17.69230769,NA,NA,-12.7131
Syzygium_forte,4640,Schmidt_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.65,132.9166667,12,NA,449.5,NA,37.45833333,NA,-12.65132.9166667
Syzygium_suborbiculare,4468,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,12.8,0.66,NA,19.39393939,NA,NA,-12.7131
Syzygium_suborbiculare,4469,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,7.9,0.6,NA,13.16666667,NA,NA,-12.7131
Syzygium_suborbiculare,4470,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,15.5,0.76,NA,20.39473684,NA,NA,-12.7131
Syzygium_suborbiculare,4471,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,14.2,0.74,NA,19.18918919,NA,NA,-12.7131
Syzygium_suborbiculare,4472,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,13.3,0.82,NA,16.2195122,NA,NA,-12.7131
Syzygium_suborbiculare,4473,Prior_2003,Myrtaceae,Syzygium,woody,long,0,AM,-12.7,131,11.3,0.64,NA,17.65625,NA,NA,-12.7131
Terminalia_carpentariae,768,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,12,NA,481.85,NA,40.15416667,NA,-12.65132.9166667
Terminalia_carpentariae,767,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,9,NA,497.5,NA,55.27777778,NA,-12.65132.9166667
Terminalia_ferdinandiana,772,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,13,NA,475,NA,36.53846154,NA,-12.65132.9166667
Terminalia_ferdinandiana,773,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,12,NA,492.5,NA,41.04166667,NA,-12.65132.9166667
Terminalia_ferdinandiana,769,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,9,NA,510.65,NA,56.73888889,NA,-12.65132.9166667
Terminalia_ferdinandiana,774,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,8,NA,NA,NA,NA,NA,-12.65132.9166667
Terminalia_grandiflora,776,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,11,NA,465.65,NA,42.33181818,NA,-12.65132.9166667
Terminalia_microcarpa,781,Schmidt_2003,Combretaceae,Terminalia,woody,long,0,AM,-12.65,132.9166667,16,NA,488.9,NA,30.55625,NA,-12.65132.9166667
Xanthostemon_eucalyptoides,4646,Schmidt_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.65,132.9166667,17,NA,486.5,NA,28.61764706,NA,-12.65132.9166667
Xanthostemon_eucalyptoides,4647,Schmidt_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.65,132.9166667,10,NA,486.5,NA,48.65,NA,-12.65132.9166667
Xanthostemon_paradoxus,4652,Schmidt_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.65,132.9166667,12,NA,483,NA,40.25,NA,-12.65132.9166667
Xanthostemon_paradoxus,4651,Schmidt_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.65,132.9166667,10,NA,459.65,NA,45.965,NA,-12.65132.9166667
Xanthostemon_paradoxus,4474,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,8.1,0.41,NA,19.75609756,NA,NA,-12.7131
Xanthostemon_paradoxus,4475,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,8.5,0.43,NA,19.76744186,NA,NA,-12.7131
Xanthostemon_paradoxus,4476,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,7.7,0.4,NA,19.25,NA,NA,-12.7131
Xanthostemon_paradoxus,4477,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,9.3,0.47,NA,19.78723404,NA,NA,-12.7131
Xanthostemon_paradoxus,4478,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,9.7,0.5,NA,19.4,NA,NA,-12.7131
Xanthostemon_paradoxus,4479,Prior_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.7,131,7.9,0.49,NA,16.12244898,NA,NA,-12.7131
Xanthostemon_paradoxus,4653,Schmidt_2003,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.65,132.9166667,9,NA,NA,NA,NA,NA,-12.65132.9166667
Xylocarpus_moluccensis,2862,Schmidt_2003,Meliaceae,Xylocarpus,woody,long,0,AM,-12.65,132.9166667,12,NA,443.1,NA,36.925,NA,-12.65132.9166667
Allosyncarpia_ternata,4548,Schmidt_2003,Myrtaceae,Allosyncarpia,woody,long,0,EcM,-12.65,132.9166667,12,NA,491.1,NA,40.925,NA,-12.65132.9166667
Allosyncarpia_ternata,4546,Schmidt_2003,Myrtaceae,Allosyncarpia,woody,long,0,EcM,-12.65,132.9166667,10,NA,475,NA,47.5,NA,-12.65132.9166667
Dolichandrone_filiformis,524,Schmidt_2003,Bignoniaceae,Dolichandrone,woody,long,0,AM,-12.65,132.9166667,10,NA,482,NA,48.2,NA,-12.65132.9166667
Dolichandrone_filiformis,521,Schmidt_2003,Bignoniaceae,Dolichandrone,woody,long,0,AM,-12.65,132.9166667,9,NA,451.25,NA,50.13888889,NA,-12.65132.9166667
Petalostigma_quadriloculare,6210,Schmidt_2003,Picrodendraceae,Petalostigma,woody,long,0,AM,-12.65,132.9166667,10,NA,498.6,NA,49.86,NA,-12.65132.9166667
Petalostigma_quadriloculare,6209,Schmidt_2003,Picrodendraceae,Petalostigma,woody,long,0,AM,-12.65,132.9166667,10,NA,504,NA,50.4,NA,-12.65132.9166667
Petalostigma_quadriloculare,6212,Schmidt_2003,Picrodendraceae,Petalostigma,woody,long,0,AM,-12.65,132.9166667,8,NA,532.9,NA,66.6125,NA,-12.65132.9166667
Petalostigma_quadriloculare,6214,Schmidt_2003,Picrodendraceae,Petalostigma,woody,long,0,AM,-12.65,132.9166667,6,NA,510.65,NA,85.10833333,NA,-12.65132.9166667
Petalostigma_quadriloculare,6213,Schmidt_2003,Picrodendraceae,Petalostigma,woody,long,0,AM,-12.65,132.9166667,4,NA,520.5,NA,130.125,NA,-12.65132.9166667
Denhamia_ferdinandii,652,Schmidt_2003,Celastraceae,Denhamia,woody,long,0,AM,-12.65,132.9166667,12,NA,505.45,NA,42.12083333,NA,-12.65132.9166667
Ceratopetalum_succirubrum,817,Bloomfield_2018,Cunoniaceae,Ceratopetalum,woody,long,0,AM,-17.117,145.63,13.666,0.585,NA,23.36068376,NA,NA,-17.117145.63
Ceratopetalum_succirubrum,818,Bloomfield_2018,Cunoniaceae,Ceratopetalum,woody,long,0,AM,-17.117,145.63,11.73,1.203,NA,9.750623441,NA,NA,-17.117145.63
Ceratopetalum_succirubrum,819,Bloomfield_2018,Cunoniaceae,Ceratopetalum,woody,long,0,AM,-17.117,145.63,11.105,1.175,NA,9.45106383,NA,NA,-17.117145.63
Gillbeea_adenopetala,812,Bloomfield_2018,Cunoniaceae,Gillbeea,woody,long,0,AM,-17.117,145.63,12.376,1.674,NA,7.39307049,NA,NA,-17.117145.63
Gillbeea_adenopetala,813,Bloomfield_2018,Cunoniaceae,Gillbeea,woody,long,0,AM,-17.117,145.63,12.966,0.595,NA,21.79159664,NA,NA,-17.117145.63
Gillbeea_adenopetala,814,Bloomfield_2018,Cunoniaceae,Gillbeea,woody,long,0,AM,-17.117,145.63,12.273,0.734,NA,16.72070845,NA,NA,-17.117145.63
Gillbeea_adenopetala,815,Bloomfield_2018,Cunoniaceae,Gillbeea,woody,long,0,AM,-17.117,145.63,9.696,1.862,NA,5.207303974,NA,NA,-17.117145.63
Gillbeea_adenopetala,816,Bloomfield_2018,Cunoniaceae,Gillbeea,woody,long,0,AM,-17.117,145.63,12.256,1.559,NA,7.861449647,NA,NA,-17.117145.63
Myristica_globosa,2974,Bloomfield_2018,Myristicaceae,Myristica,woody,long,0,AM,-17.117,145.63,12.974,1.524,NA,8.51312336,NA,NA,-17.117145.63
Myristica_globosa,2975,Bloomfield_2018,Myristicaceae,Myristica,woody,long,0,AM,-17.117,145.63,16.803,1.324,NA,12.69108761,NA,NA,-17.117145.63
Myristica_globosa,2976,Bloomfield_2018,Myristicaceae,Myristica,woody,long,0,AM,-17.117,145.63,20.813,1.129,NA,18.43489814,NA,NA,-17.117145.63
Prunus_turneriana,7286,Bloomfield_2018,Rosaceae,Prunus,woody,long,0,AM,-17.117,145.63,15.571,1.048,NA,14.85782443,NA,NA,-17.117145.63
Prunus_turneriana,7287,Bloomfield_2018,Rosaceae,Prunus,woody,long,0,AM,-17.117,145.63,13.964,1.629,NA,8.572130141,NA,NA,-17.117145.63
Prunus_turneriana,7288,Bloomfield_2018,Rosaceae,Prunus,woody,long,0,AM,-17.117,145.63,16.948,1.154,NA,14.68630849,NA,NA,-17.117145.63
Prunus_turneriana,7289,Bloomfield_2018,Rosaceae,Prunus,woody,long,0,AM,-17.117,145.63,17.879,1.459,NA,12.25428376,NA,NA,-17.117145.63
Prunus_turneriana,7290,Bloomfield_2018,Rosaceae,Prunus,woody,long,0,AM,-17.117,145.63,16.411,1.328,NA,12.35768072,NA,NA,-17.117145.63
Syzygium_johnsonii,3490,Bloomfield_2018,Myrtaceae,Syzygium,woody,long,0,AM,-17.117,145.63,10.689,0.896,NA,11.9296875,NA,NA,-17.117145.63
Syzygium_johnsonii,3491,Bloomfield_2018,Myrtaceae,Syzygium,woody,long,0,AM,-17.117,145.63,9.771,1.168,NA,8.365582192,NA,NA,-17.117145.63
Syzygium_johnsonii,3492,Bloomfield_2018,Myrtaceae,Syzygium,woody,long,0,AM,-17.117,145.63,10.66,1.182,NA,9.018612521,NA,NA,-17.117145.63
Eucalyptus_tetrodonta,5991,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,8.845,0.4725,484.8,18.71957672,54.81062747,1026.031746,-12.4528131.1083
Eucalyptus_tetrodonta,5990,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,8.802,0.5684,495,15.48557354,56.23721881,870.8655876,-12.4528131.1083
Eucalyptus_tetrodonta,5967,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,7.639,0.3864,485.4,19.76966874,63.54234847,1256.21118,-12.4528131.1083
Eucalyptus_tetrodonta,5965,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,6.912,0.3743,465.7,18.46647075,67.3755787,1244.189153,-12.4528131.1083
Eucalyptus_tetrodonta,5966,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,7.014,0.3425,478.1,20.47883212,68.16367265,1395.912409,-12.4528131.1083
Eucalyptus_tetrodonta,6070,Wright_2019,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-12.4528,131.1083,11.6,NA,NA,NA,NA,NA,-12.4528131.1083
Acacia_difficilis,2246,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,17.99,0.6099,498.7,29.49663879,27.72095609,817.6750287,-12.4528131.1083
Acacia_difficilis,2248,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,16.15,0.5024,497.3,32.14570064,30.79256966,989.8487261,-12.4528131.1083
Acacia_difficilis,2247,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,16.14,0.5652,509.3,28.55626327,31.5551425,901.0969568,-12.4528131.1083
Acacia_difficilis,2249,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,15.21,0.5793,505,26.255826,33.20184089,871.7417573,-12.4528131.1083
Acacia_difficilis,2250,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,12.52,0.4243,495.8,29.50742399,39.60063898,1168.512845,-12.4528131.1083
Acacia_difficilis,2327,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,19.2,NA,NA,NA,NA,NA,-12.4528131.1083
Acacia_latescens,2253,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,25.13,0.8439,507.4,29.77840976,20.19100676,601.256073,-12.4528131.1083
Acacia_latescens,2251,Wright_2019,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.4528,131.1083,25.06,0.6625,515,37.82641509,20.55067837,777.3584906,-12.4528131.1083
