species_binom,Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG
Pomaderris_andromedifolia,7225,Gallagher_2018,Rhamnaceae,Pomaderris,woody,long,0,EcM,-33.57912,150.36555,10.4,0.241,NA,43.15352697,NA,NA,-33.57912150.36555
Prostanthera_lasianthos,2459,Caldwell_2016,Lamiaceae,Prostanthera,woody,long,0,AM,-37.983,145.8,23.4,NA,NA,NA,NA,NA,-37.983145.8
Prostanthera_lasianthos,2460,Caldwell_2016,Lamiaceae,Prostanthera,woody,long,0,AM,-37.983,145.8,22.2,NA,NA,NA,NA,NA,-37.983145.8
Prostanthera_lasianthos,2461,Caldwell_2016,Lamiaceae,Prostanthera,woody,long,0,AM,-37.983,145.8,20.7,NA,NA,NA,NA,NA,-37.983145.8
Prostanthera_lasianthos,2462,Caldwell_2016,Lamiaceae,Prostanthera,woody,long,0,AM,-37.983,145.8,18.5,NA,NA,NA,NA,NA,-37.983145.8
Prostanthera_lasianthos,2463,Caldwell_2016,Lamiaceae,Prostanthera,woody,long,0,AM,-37.983,145.8,18.4,NA,NA,NA,NA,NA,-37.983145.8
Pterocaulon_serrulatum,385,Dong_2017,Asteraceae,Pterocaulon,woody,long,0,AM,-17.896,137.101,15.05448322,NA,472.4952164,NA,31.38568156,NA,-17.896137.101
Ptilotus_obovatus,10,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-25.755,136.545,19.39971978,NA,NA,NA,5.540520627,NA,-25.755136.545
Ptilotus_obovatus,6,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-22.29,133.616,39.45934256,NA,425.7017344,NA,10.78836359,NA,-22.29133.616
Ptilotus_obovatus,7,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-22.289,133.613,31.19389039,NA,411.6291195,NA,13.19582503,NA,-22.289133.613
Ptilotus_obovatus,9,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-25.9,133.897,30.63542419,NA,418.973556,NA,13.67611408,NA,-25.9133.897
Ptilotus_obovatus,8,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-24.631,133.452,23.03333333,NA,436.0305556,NA,18.93041486,NA,-24.631133.452
Ptilotus_obovatus,11,Dong_2017,Amaranthaceae,Ptilotus,woody,long,0,NM,-31.315,138.566,17.6425,NA,459.5316964,NA,26.04685823,NA,-31.315138.566
Pultenaea_daphnoides,1557,Dong_2017,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-34.933,138.727,26.67693837,NA,476.9681909,NA,17.8794202,NA,-34.933138.727
Pultenaea_daphnoides,1563,Dong_2017,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-35.272,138.69,21.60417391,NA,478.1982609,NA,22.13453117,NA,-35.272138.69
Pultenaea_daphnoides,1561,Dong_2017,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-35.608,138.261,18.49367965,NA,486.9645022,NA,26.3314014,NA,-35.608138.261
Pultenaea_daphnoides,1616,Gallagher_2018,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-33.53835,151.2827,14.7,0.196,NA,75,NA,NA,-33.53835151.2827
Pultenaea_paleacea,1840,Schmidt_1997,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-26.9,152.9,14.3,NA,NA,NA,NA,NA,-26.9152.9
Pultenaea_scabra,1608,Gallagher_2018,Fabaceae,Pultenaea,woody,long,1,EcM-AM,-33.54299,150.34431,16.3,0.215,NA,75.81395349,NA,NA,-33.54299150.34431
Rhagodia_eremaea,692,Dong_2017,Chenopodiaceae,Rhagodia,woody,long,0,AM,-22.29,133.616,43.37200366,NA,388.9348994,NA,8.967418302,NA,-22.29133.616
Rhagodia_eremaea,696,Dong_2017,Chenopodiaceae,Rhagodia,woody,long,0,AM,-24.631,133.452,32.35359766,NA,407.3385643,NA,12.59020924,NA,-24.631133.452
Rhagodia_eremaea,694,Dong_2017,Chenopodiaceae,Rhagodia,woody,long,0,AM,-22.289,133.613,31.33993115,NA,407.605426,NA,13.00594516,NA,-22.289133.613
Rhagodia_spinescens,707,Dong_2017,Chenopodiaceae,Rhagodia,woody,long,0,AM,-30.656,139.547,28.94194419,NA,NA,NA,2.991519073,NA,-30.656139.547
Santalum_lanceolatum,7489,Dong_2017,Santalaceae,Santalum,woody,long,0,NM-AM,-30.656,139.547,17.17385765,NA,NA,NA,6.919823881,NA,-30.656139.547
Scaevola_crassifolia,2383,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.253199,115.039634,20.64296982,4.797673595,427.5356276,4.302704094,20.71095542,89.11311266,-30.253199115.039634
Scaevola_crassifolia,2376,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.405829,115.094783,16.17816364,2.937252795,409.0213693,5.507923481,25.28231129,139.253036,-30.405829115.094783
Scaevola_crassifolia,2378,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.407139,115.081852,16.66241545,1.915447495,422.5339254,8.69896747,25.35850379,220.5927996,-30.407139115.081852
Scaevola_crassifolia,2381,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.22362,115.00817,15.31872988,3.282613795,405.6510611,4.666625694,26.4807242,123.575628,-30.22362115.00817
Scaevola_crassifolia,2379,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.115121,115.006458,14.79654216,3.819587695,411.4880616,3.873858474,27.80974481,107.7310156,-30.115121115.006458
Scaevola_crassifolia,2385,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.106683,114.996559,13.96746591,2.133680295,402.7218469,6.546184985,28.83284982,188.7451685,-30.106683114.996559
Scaevola_crassifolia,2384,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.093851,114.990058,13.59400145,3.969283795,414.6149719,3.424799574,30.49984756,104.4558649,-30.093851114.990058
Scaevola_crassifolia,2377,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.181027,115.003786,10.20909093,1.369003295,406.5616814,7.457316551,39.82349498,296.9764082,-30.181027115.003786
Scaevola_crassifolia,2380,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.045269,114.962754,8.1784724,2.342915695,389.3745987,3.490724151,47.60969771,166.1923216,-30.045269114.962754
Scaevola_crassifolia,2382,Hayes_2014,Goodeniaceae,Scaevola,woody,long,0,AM,-30.24837,115.0482869,6.71671668,2.148372895,415.7428076,3.126420323,61.89673131,193.5151987,-30.24837115.0482869
Scaevola_crassifolia,2372,Guilherme_Pereira_2019,Goodeniaceae,Scaevola,woody,long,0,AM,-30.1920924,115.0630152,13.16,NA,NA,NA,NA,NA,-30.1920924115.0630152
Scaevola_crassifolia,2373,Guilherme_Pereira_2019,Goodeniaceae,Scaevola,woody,long,0,AM,-30.1920924,115.0630152,15.431,NA,NA,NA,NA,NA,-30.1920924115.0630152
Scaevola_crassifolia,2374,Guilherme_Pereira_2019,Goodeniaceae,Scaevola,woody,long,0,AM,-30.1920924,115.0630152,15.123,NA,NA,NA,NA,NA,-30.1920924115.0630152
Scaevola_crassifolia,2375,Guilherme_Pereira_2019,Goodeniaceae,Scaevola,woody,long,0,AM,-30.1920924,115.0630152,15.395,NA,NA,NA,NA,NA,-30.1920924115.0630152
Scaevola_spinescens,2358,Dong_2017,Goodeniaceae,Scaevola,woody,long,0,AM,-24.631,133.452,11.97196737,NA,486.1261037,NA,40.60536491,NA,-24.631133.452
Senna_artemisioides,1510,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.034,133.972,23.1290631,NA,512.0951243,NA,22.14076386,NA,-24.034133.972
Senna_artemisioides,1503,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-25.9,133.897,14.25027027,NA,506.2427027,NA,35.52512992,NA,-25.9133.897
Senna_artemisioides,1494,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.631,133.452,9.90384834,NA,508.7258768,NA,51.36648496,NA,-24.631133.452
Senna_artemisioides,1534,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.782,136.01,21.47710728,NA,NA,NA,5.603828366,NA,-24.782136.01
Senna_artemisioides,2019,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-29.9511111,119.3983333,17.216,NA,516.921,NA,30.02561571,NA,-29.9511111119.3983333
Senna_artemisioides,1513,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.034,133.972,15.8963786,NA,488.8587654,NA,30.7528386,NA,-24.034133.972
Senna_artemisioides,1491,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.358,132.936,13.60025043,NA,512.2858377,NA,37.6673827,NA,-24.358132.936
Senna_artemisioides,1487,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.358,132.936,10.79895567,NA,529.204335,NA,49.00514005,NA,-24.358132.936
Senna_artemisioides,2057,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-24.9880556,114.8080556,17.386,NA,499.736,NA,28.74358679,NA,-24.9880556114.8080556
Senna_artemisioides,2078,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-24.0197222,117.2208333,16.829,NA,496.527,NA,29.50424862,NA,-24.0197222117.2208333
Senna_artemisioides,2101,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-22.3213889,118.5436111,23,0.777,459.7,29.6010296,19.98695652,591.6344916,-22.3213889118.5436111
Senna_artemisioides,1514,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-18.906,137.069,15.08815766,NA,485.2379097,NA,32.16018288,NA,-18.906137.069
Senna_artemisioides,1517,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-18.786,136.865,11.66349146,NA,574.172851,NA,49.22821378,NA,-18.786136.865
Senna_artemisioides,2087,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-23.5,117.1605556,26.482,NA,483.931,NA,18.27395967,NA,-23.5117.1605556
Senna_artemisioides,1480,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-22.29,133.616,24.53496209,NA,476.1118998,NA,19.40544673,NA,-22.29133.616
Senna_artemisioides,1484,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-22.289,133.613,22.91318102,NA,485.554029,NA,21.19103535,NA,-22.289133.613
Senna_artemisioides,1495,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.631,133.452,15.04328789,NA,524.4078589,NA,34.85992309,NA,-24.631133.452
Senna_artemisioides,1505,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.034,133.972,11.56482392,NA,515.9326781,NA,44.61223808,NA,-24.034133.972
Senna_artemisioides,1501,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-25.9,133.897,11.2873,NA,535.2346667,NA,47.41919385,NA,-25.9133.897
Senna_artemisioides,1568,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-30.656,139.547,17.11221137,NA,NA,NA,7.276969744,NA,-30.656139.547
Senna_artemisioides,1502,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-25.9,133.897,13.7554466,NA,542.0594175,NA,39.40689338,NA,-25.9133.897
Senna_artemisioides,1496,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.631,133.452,13.24734498,NA,522.1867249,NA,39.41821744,NA,-24.631133.452
Senna_artemisioides,1500,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-25.9,133.897,20.30219212,NA,522.0633826,NA,25.71463118,NA,-25.9133.897
Senna_artemisioides,1492,Dong_2017,Fabaceae,Senna,woody,long,0,AM,-24.358,132.936,12.2700691,NA,498.5891412,NA,40.634583,NA,-24.358132.936
Senna_artemisioides,2079,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-24.0197222,117.2208333,23.951,NA,472.876,NA,19.74347626,NA,-24.0197222117.2208333
Senna_ferraria,2094,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-22.7191667,117.7613889,15.983,NA,495.283,NA,30.98811237,NA,-22.7191667117.7613889
Senna_glutinosa,2093,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-23.1333333,117.8,23.513,NA,480.725,NA,20.44507294,NA,-23.1333333117.8
Senna_venusta,2105,Schulze_2014,Fabaceae,Senna,woody,long,0,AM,-22.3213889,118.5436111,33.176,NA,476.976,NA,14.3771401,NA,-22.3213889118.5436111
Sida_fibulifera,2732,Dong_2017,Malvaceae,Sida,woody,long,0,AM,-30.656,139.547,28.04703504,NA,NA,NA,3.686126022,NA,-30.656139.547
Sida_fibulifera,2730,Dong_2017,Malvaceae,Sida,woody,long,0,AM,-26.088,135.452,19.1153951,NA,NA,NA,4.823650993,NA,-26.088135.452
Sida_platycalyx,2715,Dong_2017,Malvaceae,Sida,woody,long,0,AM,-22.29,133.616,49.12915959,NA,418.8888795,NA,8.526278141,NA,-22.29133.616
Sida_platycalyx,2717,Dong_2017,Malvaceae,Sida,woody,long,0,AM,-22.289,133.613,39.15756551,NA,418.5219315,NA,10.68814994,NA,-22.289133.613
Solanum_oldfieldii,7778,Read_2005,Solanaceae,Solanum,woody,long,0,AM,-32.55399,117.335394,38.6,1.35,NA,28.59259259,NA,NA,-32.55399117.335394
Solanum_oldfieldii,7779,Read_2005,Solanaceae,Solanum,woody,long,0,AM,-32.55399,117.335394,37.1,1.06,NA,35,NA,NA,-32.55399117.335394
Solanum_quadriloculatum,7766,Dong_2017,Solanaceae,Solanum,woody,long,0,AM,-18.906,137.069,27.53284678,NA,374.9082865,NA,13.61676435,NA,-18.906137.069
Solanum_quadriloculatum,7763,Dong_2017,Solanaceae,Solanum,woody,long,0,AM,-22.289,133.613,27.49205807,NA,414.6084629,NA,15.08102674,NA,-22.289133.613
Solanum_quadriloculatum,7764,Dong_2017,Solanaceae,Solanum,woody,long,0,AM,-24.631,133.452,17.63100856,NA,402.7529972,NA,22.8434463,NA,-24.631133.452
Solanum_quadriloculatum,7765,Dong_2017,Solanaceae,Solanum,woody,long,0,AM,-25.9,133.897,18.44354369,NA,428.8427185,NA,23.25164435,NA,-25.9133.897
Sprengelia_sprengelioides,1188,Schmidt_1997,Ericaceae,Sprengelia,woody,long,0,ErM,-26.9,152.9,7.3,NA,NA,NA,NA,NA,-26.9152.9
Spyridium_parvifolium,7211,Caldwell_2016,Rhamnaceae,Spyridium,woody,long,0,EcM,-37.983,145.8,11.2,NA,NA,NA,NA,NA,-37.983145.8
Spyridium_parvifolium,7212,Caldwell_2016,Rhamnaceae,Spyridium,woody,long,0,EcM,-37.983,145.8,12.2,NA,NA,NA,NA,NA,-37.983145.8
Spyridium_parvifolium,7213,Caldwell_2016,Rhamnaceae,Spyridium,woody,long,0,EcM,-37.983,145.8,11.7,NA,NA,NA,NA,NA,-37.983145.8
Spyridium_parvifolium,7214,Caldwell_2016,Rhamnaceae,Spyridium,woody,long,0,EcM,-37.983,145.8,10.4,NA,NA,NA,NA,NA,-37.983145.8
Spyridium_parvifolium,7215,Caldwell_2016,Rhamnaceae,Spyridium,woody,long,0,EcM,-37.983,145.8,11.3,NA,NA,NA,NA,NA,-37.983145.8
Stirlingia_latifolia,6678,Funk_2016,Proteaceae,Stirlingia,woody,long,0,NM,-32.04667,115.83639,10.2,0.24095092,NA,42.33227248,NA,NA,-32.04667115.83639
Stirlingia_latifolia,6679,Funk_2016,Proteaceae,Stirlingia,woody,long,0,NM,-32.04667,115.83639,11.7,0.35064742,NA,33.36685038,NA,NA,-32.04667115.83639
Stirlingia_latifolia,6680,Funk_2016,Proteaceae,Stirlingia,woody,long,0,NM,-32.04667,115.83639,11.7,0.38308119,NA,30.54182848,NA,NA,-32.04667115.83639
Stirlingia_latifolia,6681,Funk_2016,Proteaceae,Stirlingia,woody,long,0,NM,-32.04667,115.83639,8.6,0.15217066,NA,56.51549385,NA,NA,-32.04667115.83639
Stirlingia_latifolia,6682,Funk_2016,Proteaceae,Stirlingia,woody,long,0,NM,-32.04667,115.83639,11.4,0.45767941,NA,24.90826494,NA,NA,-32.04667115.83639
Stirlingia_latifolia,6999,Read_2005,Proteaceae,Stirlingia,woody,long,0,NM,-32.55399,117.335394,6.87,0.3,NA,22.9,NA,NA,-32.55399117.335394
Stirlingia_latifolia,7000,Read_2005,Proteaceae,Stirlingia,woody,long,0,NM,-32.55399,117.335394,7.55,0.23,NA,32.82608696,NA,NA,-32.55399117.335394
Stirlingia_latifolia,7001,Read_2005,Proteaceae,Stirlingia,woody,long,0,NM,-32.55399,117.335394,7.12,0.26,NA,27.38461538,NA,NA,-32.55399117.335394
Stirlingia_latifolia,7002,Read_2005,Proteaceae,Stirlingia,woody,long,0,NM,-32.55399,117.335394,6.51,0.48,NA,13.5625,NA,NA,-32.55399117.335394
Stirlingia_latifolia,7003,Read_2005,Proteaceae,Stirlingia,woody,long,0,NM,-32.55399,117.335394,8.79,0.28,NA,31.39285714,NA,NA,-32.55399117.335394
Strangea_linearis,7010,Schmidt_1997,Proteaceae,Strangea,woody,long,0,NM,-26.9,152.9,8.7,NA,NA,NA,NA,NA,-26.9152.9
Tacca_leontopetaloides,7791,Schmidt_2003,Taccaceae,Tacca,woody,long,0,AM,-12.65,132.9166667,37.3,NA,NA,NA,NA,NA,-12.65132.9166667
Tacca_leontopetaloides,7794,Schmidt_2003,Taccaceae,Tacca,woody,long,0,AM,-12.65,132.9166667,44.1,NA,NA,NA,NA,NA,-12.65132.9166667
Telopea_speciosissima,6717,Gallagher_2018,Proteaceae,Telopea,woody,long,0,AM,-33.53835,151.2827,8.88,0.355,NA,25.01408451,NA,NA,-33.53835151.2827
Templetonia_aculeata,1543,Dong_2017,Fabaceae,Templetonia,woody,long,1,AM,-31.315,138.566,18.30690909,NA,453.7355455,NA,24.78493465,NA,-31.315138.566
Templetonia_aculeata,1546,Dong_2017,Fabaceae,Templetonia,woody,long,1,AM,-32.321,137.954,12.41943431,NA,498.9886861,NA,40.17805269,NA,-32.321137.954
Tetratheca_thymifolia,1065,Gallagher_2018,Elaeocarpaceae,Tetratheca,woody,long,0,AM,-33.53835,151.2827,8.12,0.185,NA,43.89189189,NA,NA,-33.53835151.2827
Trema_tomentosa,605,Schmidt_2003,Cannabaceae,Trema,woody,long,0,AM,-12.65,132.9166667,35,NA,NA,NA,NA,NA,-12.65132.9166667
Verticordia_cunninghamii,4642,Schmidt_2003,Myrtaceae,Verticordia,woody,long,0,AM,-12.65,132.9166667,10.8,NA,NA,NA,NA,NA,-12.65132.9166667
Waltheria_indica,2720,Dong_2017,Malvaceae,Waltheria,woody,long,0,AM,-18.786,136.865,13.93449205,NA,486.632765,NA,34.92289229,NA,-18.786136.865
Waltheria_indica,2723,Dong_2017,Malvaceae,Waltheria,woody,long,0,AM,-17.355,137.158,13.38888599,NA,470.6061967,NA,35.14901815,NA,-17.355137.158
Xanthorrhoea_johnsonii,7864,Schmidt_1997,Xanthorrhoeaceae,Xanthorrhoea,woody,long,0,AM,-26.9,152.9,8.8,NA,NA,NA,NA,NA,-26.9152.9
Acacia_acuminata,2040,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-28.5319444,115.2383333,25.086,NA,511.934,NA,20.40715937,NA,-28.5319444115.2383333
Acacia_acuminata,1789,Read_2005,Fabaceae,Acacia,woody,long,1,EcM-AM,-32.55399,117.335394,24.4,0.68,NA,35.88235294,NA,NA,-32.55399117.335394
Acacia_acuminata,1790,Read_2005,Fabaceae,Acacia,woody,long,1,EcM-AM,-32.55399,117.335394,24.9,0.82,NA,30.36585366,NA,NA,-32.55399117.335394
Acacia_acuminata,1791,Read_2005,Fabaceae,Acacia,woody,long,1,EcM-AM,-32.55399,117.335394,24.3,0.69,NA,35.2173913,NA,NA,-32.55399117.335394
Acacia_acuminata,1792,Read_2005,Fabaceae,Acacia,woody,long,1,EcM-AM,-32.55399,117.335394,25.3,0.64,NA,39.53125,NA,NA,-32.55399117.335394
Acacia_acuminata,1793,Read_2005,Fabaceae,Acacia,woody,long,1,EcM-AM,-32.55399,117.335394,27.7,0.67,NA,41.34328358,NA,NA,-32.55399117.335394
Acacia_alleniana,1846,Schmidt_2003,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.65,132.9166667,12.1,NA,NA,NA,NA,NA,-12.65132.9166667
Acacia_aneura,1479,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-22.29,133.616,16.76173605,NA,491.9960097,NA,29.35233011,NA,-22.29133.616
Acacia_aneura,2031,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-28.7094444,118.6205556,17.89,NA,529.329,NA,29.58798211,NA,-28.7094444118.6205556
Acacia_aneura,1509,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-24.034,133.972,16.54934153,NA,493.2418788,NA,29.80432049,NA,-24.034133.972
Acacia_aneura,1497,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.9,133.897,16.97777369,NA,513.2877645,NA,30.23292535,NA,-25.9133.897
Acacia_aneura,1481,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-22.289,133.613,15.67756139,NA,503.8467824,NA,32.13808384,NA,-22.289133.613
Acacia_aneura,2027,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-28.7094444,118.6205556,16.928,0.653,549.245,25.92343032,32.44594754,841.1102603,-28.7094444118.6205556
Acacia_aneura,2022,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-29.6744444,119.3661111,15.312,NA,528.108,NA,34.48981191,NA,-29.6744444119.3661111
Acacia_aneura,1997,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-20.351111,134.237222,20.52,NA,NA,NA,NA,NA,-20.351111134.237222
Acacia_aneura,2000,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.046389,128.310833,19.64,NA,NA,NA,NA,NA,-25.046389128.310833
Acacia_aneura,2001,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.071389,129.578611,16.55,NA,NA,NA,NA,NA,-25.071389129.578611
Acacia_aneura,2002,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.303056,130.697222,17.65,NA,NA,NA,NA,NA,-25.303056130.697222
Acacia_aneura,2003,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.303056,130.697222,18.12,NA,NA,NA,NA,NA,-25.303056130.697222
Acacia_aneura,2004,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.303056,130.697222,19.9,NA,NA,NA,NA,NA,-25.303056130.697222
Acacia_aneura,2005,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-25.345556,131.032222,21.14,NA,NA,NA,NA,NA,-25.345556131.032222
Acacia_aneura,2088,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-23.5,117.1605556,17.077,NA,497.977,NA,29.16068396,NA,-23.5117.1605556
Acacia_blakelyi,2047,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-27.6319444,114.54,17.377,NA,472.891,NA,27.2136157,NA,-27.6319444114.54
Acacia_burkittii,2164,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.7483333,119.5583333,25.314,NA,514.72,NA,20.33341234,NA,-30.7483333119.5583333
Acacia_burkittii,2014,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.0194444,119.6788889,25.136,NA,518.294,NA,20.61958943,NA,-30.0194444119.6788889
Acacia_burkittii,2159,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.7961111,119.5363889,24.965,NA,517.749,NA,20.73899459,NA,-30.7961111119.5363889
Acacia_burkittii,2165,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.515,119.5941667,15.333,NA,516.926,NA,33.71329812,NA,-30.515119.5941667
Acacia_burkittii,2018,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-29.9511111,119.3983333,14.684,NA,511.725,NA,34.84915554,NA,-29.9511111119.3983333
Acacia_burkittii,2011,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.0527778,119.835,13.385,NA,513.023,NA,38.32820321,NA,-30.0527778119.835
Acacia_caesaneura,2023,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-29.6744444,119.3661111,17.26,NA,522.012,NA,30.24403244,NA,-29.6744444119.3661111
Acacia_caesaneura,2166,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.4305556,119.6338889,16.962,NA,547.278,NA,32.26494517,NA,-30.4305556119.6338889
Acacia_caesaneura,2036,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-28.7094444,118.6205556,16.567,NA,544.773,NA,32.88302046,NA,-28.7094444118.6205556
Acacia_coolgardiensis,2053,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-24.9880556,114.8080556,21.078,NA,508.447,NA,24.12216529,NA,-24.9880556114.8080556
Acacia_coolgardiensis,2038,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-28.4652778,115.9163889,15.409,0.396,521.259,38.91161616,33.82821728,1316.310606,-28.4652778115.9163889
Acacia_coriacea,1998,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-23.221944,129.8925,17.37,NA,NA,NA,NA,NA,-23.221944129.8925
Acacia_coriacea,1999,Schulze_1998,Fabaceae,Acacia,woody,long,1,EcM-AM,-23.376667,129.378889,16.92,NA,NA,NA,NA,NA,-23.376667129.378889
Acacia_coriacea,2050,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-26.4433333,114.1680556,16.482,NA,514.028,NA,31.18723456,NA,-26.4433333114.1680556
Acacia_coriacea,2067,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-23.9572222,115.1266667,12.4,0.559,469.728,22.18246869,37.88129032,840.3005367,-23.9572222115.1266667
Acacia_cuthbertsonii,2059,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-24.5336111,114.9822222,19.154,NA,526.393,NA,27.48214472,NA,-24.5336111114.9822222
Acacia_cuthbertsonii,2084,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-24.0108333,117.2630556,16.711,NA,497.049,NA,29.74382143,NA,-24.0108333117.2630556
Acacia_cuthbertsonii,2089,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-23.5,117.1605556,13.758,NA,502.873,NA,36.5513156,NA,-23.5117.1605556
Acacia_cyclops,2008,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-31.014,115.33,15.876,0.849,462.403,18.69964664,29.12591333,544.6442874,-31.014115.33
Acacia_delibrata,2137,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-16.0275,125.2313889,19.273,NA,493.099,NA,25.58496342,NA,-16.0275125.2313889
Acacia_delibrata,2139,Schulze_2014,Fabaceae,Acacia,woody,long,1,EcM-AM,-16.0072222,125.4719444,18.401,NA,508.563,NA,27.63779142,NA,-16.0072222125.4719444
Acacia_difficilis,1858,Schmidt_2003,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.65,132.9166667,13.8,NA,NA,NA,NA,NA,-12.65132.9166667
Acacia_difficilis,1860,Schmidt_2003,Fabaceae,Acacia,woody,long,1,EcM-AM,-12.65,132.9166667,17.2,NA,NA,NA,NA,NA,-12.65132.9166667
Acacia_dimidiata,1529,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-14.674,133.845,24.66999041,NA,502.2063663,NA,20.35697452,NA,-14.674133.845
Acacia_dimidiata,1485,Dong_2017,Fabaceae,Acacia,woody,long,1,EcM-AM,-13.158,130.778,13.0986076,NA,521.1150146,NA,39.78400075,NA,-13.158130.778
