Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,species_binom,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG
6596,Caldwell_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-37.983,145.8,6.5,NA,NA,NA,NA,NA,-37.983145.8
6597,Caldwell_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-37.983,145.8,7.5,NA,NA,NA,NA,NA,-37.983145.8
6598,Caldwell_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-37.983,145.8,6.6,NA,NA,NA,NA,NA,-37.983145.8
6653,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,6.71,NA,NA,NA,NA,NA,-39.01667146.3333
6654,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,6.66,NA,NA,NA,NA,NA,-39.01667146.3333
6655,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,7.84,NA,NA,NA,NA,NA,-39.01667146.3333
6656,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,6.04,NA,NA,NA,NA,NA,-39.01667146.3333
6657,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,8.32,NA,NA,NA,NA,NA,-39.01667146.3333
6658,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,12.37,NA,NA,NA,NA,NA,-39.01667146.3333
6659,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,7.04,NA,NA,NA,NA,NA,-39.01667146.3333
6660,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,10.92,NA,NA,NA,NA,NA,-39.01667146.3333
6661,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,9.38,NA,NA,NA,NA,NA,-39.01667146.3333
6662,Edwards_2000,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-39.01667,146.3333,7.3,NA,NA,NA,NA,NA,-39.01667146.3333
6924,Read_2003,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-37.9,145.1,12.1,0.24,NA,50.41666667,NA,NA,-37.9145.1
6925,Read_2003,Proteaceae,Banksia,woody,long,0,NM,Banksia marginata,-37.9,145.1,10.3,0.54,NA,19.07407407,NA,NA,-37.9145.1
6805,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.1809,115.1288,9.45048653,0.256566395,487.5193385,36.83446744,51.58669207,1900.168329,-30.1809115.1288
6803,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.2942394,115.1849383,8.26281126,0.259348695,499.3521437,31.85985283,60.43368631,1925.408352,-30.2942394115.1849383
6801,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.2950876,115.1876421,7.9829738,0.272874095,507.4581015,29.25515445,63.56755192,1859.678549,-30.2950876115.1876421
6807,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.1867482,115.109051,7.5749523,0.229449395,497.9192005,33.01360761,65.73232158,2170.061072,-30.1867482115.109051
6811,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.1714053,115.1090639,7.61787804,0.211253395,501.1542399,36.06038158,65.78659271,2372.289636,-30.1714053115.1090639
6813,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.1681836,115.1057057,7.61014253,0.206479895,500.9789407,36.85657881,65.83042811,2426.284362,-30.1681836115.1057057
6815,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.12959,115.1074556,6.83769056,0.255085395,485.6170502,26.80549608,71.02062399,1903.743058,-30.12959115.1074556
6809,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.1643263,115.122627,6.77680538,0.241644695,511.1019829,28.044503,75.41930958,2115.097054,-30.1643263115.122627
6817,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-30.12666,115.10631,6.47292351,0.252832495,490.7155476,25.60162809,75.81049689,1940.872146,-30.12666115.10631
6668,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-32.04667,115.83639,12.9,0.43749998,NA,29.48571563,NA,NA,-32.04667115.83639
6669,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-32.04667,115.83639,12.8,0.41599576,NA,30.76954438,NA,NA,-32.04667115.83639
6670,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-32.04667,115.83639,10.5,0.34365347,NA,30.55403456,NA,NA,-32.04667115.83639
6671,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-32.04667,115.83639,12,0.27222223,NA,44.08163139,NA,NA,-32.04667115.83639
6672,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-32.04667,115.83639,9.8,0.25610494,NA,38.26556411,NA,NA,-32.04667115.83639
6688,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-31.70778,115.72194,12.3,1.13878489,NA,10.8009863,NA,NA,-31.70778115.72194
6689,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-31.70778,115.72194,7.7,1.31070208,NA,5.874714107,NA,NA,-31.70778115.72194
6690,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-31.70778,115.72194,11.1,1.37214252,NA,8.089538687,NA,NA,-31.70778115.72194
6691,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-31.70778,115.72194,8.7,0.79562356,NA,10.93481948,NA,NA,-31.70778115.72194
6692,Funk_2016,Proteaceae,Banksia,woody,long,0,NM,Banksia menziesii,-31.70778,115.72194,11.3,1.11085736,NA,10.17232311,NA,NA,-31.70778115.72194
6773,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,10.88,NA,NA,NA,NA,NA,-30.1920924115.0630152
6774,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,10.281,NA,NA,NA,NA,NA,-30.1920924115.0630152
6775,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,9.988,NA,NA,NA,NA,NA,-30.1920924115.0630152
6776,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,13.325,NA,NA,NA,NA,NA,-30.1920924115.0630152
6777,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,9.212,0.38,NA,24.24210526,NA,NA,-30.1920924115.0630152
6778,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,8.079,0.306,NA,26.40196078,NA,NA,-30.1920924115.0630152
6779,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,9.91,0.317,NA,31.26182965,NA,NA,-30.1920924115.0630152
6780,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,7.182,0.352,NA,20.40340909,NA,NA,-30.1920924115.0630152
6781,Guilherme_Pereira_2019,Proteaceae,Banksia,woody,long,0,NM,Banksia prionotes,-30.1920924,115.0630152,7.999,0.36,NA,22.21944444,NA,NA,-30.1920924115.0630152
6900,Niinemets_2009,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.693,151.145,5.3,0.23,426,23.04347826,80.37735849,1852.173913,-33.693151.145
6902,Niinemets_2009,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.693,151.145,6.6,0.196,531,33.67346939,80.45454545,2709.183673,-33.693151.145
6890,Niinemets_2009,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.7833333,151.1166667,6.2,0.431,509,14.38515081,82.09677419,1180.974478,-33.7833333151.1166667
6901,Niinemets_2009,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.693,151.145,4.5,0.325,428,13.84615385,95.11111111,1316.923077,-33.693151.145
6693,Gallagher_2018,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.57912,150.36555,5,0.169,NA,29.58579882,NA,NA,-33.57912150.36555
6707,Gallagher_2018,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.53835,151.2827,6.17,0.173,NA,35.66473988,NA,NA,-33.53835151.2827
6720,Gallagher_2018,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.58846,151.28337,6.09,0.158,NA,38.5443038,NA,NA,-33.58846151.28337
6869,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.3718338,151.3210927,6.615735,0.206214205,NA,32.08185876,NA,NA,-33.3718338151.3210927
6870,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.3718338,151.3210927,6.921025,0.240672007,NA,28.75708349,NA,NA,-33.3718338151.3210927
6871,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.3716443,151.3215423,7.28194,0.208033544,NA,35.00368191,NA,NA,-33.3716443151.3215423
6872,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.3707891,151.317865,6.06567,0.162117996,NA,37.41515532,NA,NA,-33.3707891151.317865
6873,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.3707891,151.317865,7.18995,0.213879656,NA,33.61680178,NA,NA,-33.3707891151.317865
6874,Kotowska_2020,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-33.370757,151.317931,7.3763,0.199605707,NA,36.95435422,NA,NA,-33.370757151.317931
6926,Read_2003,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-37.8,145,9.8,0.28,NA,35,NA,NA,-37.8145
6927,Read_2003,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-37.8,145,9.8,0.24,NA,40.83333333,NA,NA,-37.8145
6928,Read_2003,Proteaceae,Banksia,woody,long,0,NM,Banksia serrata,-37.8,145,10.8,0.2,NA,54,NA,NA,-37.8145
6827,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.02759,115.038893,8.8339595,0.255329295,483.9145261,34.59829979,54.77889344,1895.256577,-30.02759115.038893
6821,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.0826445,115.0524686,8.29597041,0.314962195,493.1907176,26.33957515,59.44943065,1565.872746,-30.0826445115.0524686
6819,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.1920924,115.0630152,7.60724784,0.279641495,490.2762553,27.20357304,64.44857136,1753.231418,-30.1920924115.0630152
6835,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.2352837,115.0706568,7.03609875,0.249578795,482.9613333,28.19189324,68.64049958,1935.105636,-30.2352837115.0706568
6823,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.2286499,115.0685099,6.88469549,0.282193195,486.0012667,24.3970996,70.5915414,1722.228866,-30.2286499115.0685099
6833,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.0980282,115.0579672,6.83577354,0.300374495,486.8550354,22.75750321,71.22164486,1620.826812,-30.0980282115.0579672
6825,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.2403976,115.0693132,6.56101302,0.250713695,484.1624422,26.16934434,73.79385481,1931.136797,-30.2403976115.0693132
6831,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.1914824,115.0742914,6.28492117,0.250906995,483.020314,25.04880809,76.85383809,1925.097041,-30.1914824115.0742914
6829,Hayes_2014,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-30.1978913,115.073864,6.38329143,0.198952995,495.2307932,32.08441986,77.58235679,2489.184909,-30.1978913115.073864
6979,Read_2005,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-32.55399,117.335394,11.3,0.39,NA,28.97435897,NA,NA,-32.55399117.335394
6980,Read_2005,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-32.55399,117.335394,8.85,0.27,NA,32.77777778,NA,NA,-32.55399117.335394
6981,Read_2005,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-32.55399,117.335394,10.5,0.4,NA,26.25,NA,NA,-32.55399117.335394
6982,Read_2005,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-32.55399,117.335394,7.54,0.35,NA,21.54285714,NA,NA,-32.55399117.335394
6983,Read_2005,Proteaceae,Banksia,woody,long,0,NM,Banksia sessilis,-32.55399,117.335394,9.35,0.3,NA,31.16666667,NA,NA,-32.55399117.335394
2116,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-19.4555556,121.4747222,22.578,NA,461.177,NA,20.42594561,NA,-19.4555556121.4747222
2158,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-17.4669444,128.4683333,20.479,NA,452.351,NA,22.08852971,NA,-17.4669444128.4683333
2154,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-15.4508333,128.1202778,23.96,NA,529.952,NA,22.11819699,NA,-15.4508333128.1202778
2147,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-15.9891667,126.9775,23.198,NA,518.348,NA,22.34451246,NA,-15.9891667126.9775
2157,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-17.4669444,128.4683333,17.75,NA,457.696,NA,25.78569014,NA,-17.4669444128.4683333
2118,Schulze_2014,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-17.6461111,123.1544444,16.726,NA,461.078,NA,27.56654311,NA,-17.6461111123.1544444
1990,Schulze_1998,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-14.586389,132.160556,15.33,NA,NA,NA,NA,NA,-14.586389132.160556
1995,Schulze_1998,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-16.13,130.933056,13.17,NA,NA,NA,NA,NA,-16.13130.933056
1996,Schulze_1998,Fabaceae,Bauhinia,woody,long,0,AM,Bauhinia cunninghamii,-17.300556,130.756111,24.59,NA,NA,NA,NA,NA,-17.300556130.756111
403,Edwards_2000,Asteraceae,Bedfordia,woody,long,0,AM,Bedfordia salicina,-39.01667,146.3333,11.3,NA,NA,NA,NA,NA,-39.01667146.3333
404,Edwards_2000,Asteraceae,Bedfordia,woody,long,0,AM,Bedfordia salicina,-39.01667,146.3333,9.12,NA,NA,NA,NA,NA,-39.01667146.3333
405,Edwards_2000,Asteraceae,Bedfordia,woody,long,0,AM,Bedfordia salicina,-39.01667,146.3333,10.46,NA,NA,NA,NA,NA,-39.01667146.3333
406,Edwards_2000,Asteraceae,Bedfordia,woody,long,0,AM,Bedfordia salicina,-39.01667,146.3333,11.06,NA,NA,NA,NA,NA,-39.01667146.3333
407,Edwards_2000,Asteraceae,Bedfordia,woody,long,0,AM,Bedfordia salicina,-39.01667,146.3333,10.99,NA,NA,NA,NA,NA,-39.01667146.3333
7351,Caldwell_2016,Rutaceae,Boronia,woody,long,0,AM,Boronia muelleri,-37.983,145.8,15.4,NA,NA,NA,NA,NA,-37.983145.8
7352,Caldwell_2016,Rutaceae,Boronia,woody,long,0,AM,Boronia muelleri,-37.983,145.8,15.4,NA,NA,NA,NA,NA,-37.983145.8
7353,Caldwell_2016,Rutaceae,Boronia,woody,long,0,AM,Boronia muelleri,-37.983,145.8,14.5,NA,NA,NA,NA,NA,-37.983145.8
7354,Caldwell_2016,Rutaceae,Boronia,woody,long,0,AM,Boronia muelleri,-37.983,145.8,15,NA,NA,NA,NA,NA,-37.983145.8
7355,Caldwell_2016,Rutaceae,Boronia,woody,long,0,AM,Boronia muelleri,-37.983,145.8,14.9,NA,NA,NA,NA,NA,-37.983145.8
7377,Gray_2019,Rutaceae,Brombya,woody,long,0,AM,Brombya platynema,-16.1034167,145.4478833,21.48,0.89,NA,24.13483146,NA,NA,-16.1034167145.4478833
24,Dong_2017,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-13.158,130.778,8.82979832,NA,460.7733782,NA,52.18390743,NA,-13.158130.778
33,Schmidt_2003,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-12.65,132.9166667,13,NA,NA,NA,NA,NA,-12.65132.9166667
36,Schmidt_2003,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-12.65,132.9166667,11.5,NA,NA,NA,NA,NA,-12.65132.9166667
39,Schmidt_2003,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-12.65,132.9166667,8,NA,NA,NA,NA,NA,-12.65132.9166667
43,Schulze_1998,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-11.767222,130.880278,16.47,NA,NA,NA,NA,NA,-11.767222130.880278
44,Schulze_1998,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-12.692778,132.384722,18.58,NA,NA,NA,NA,NA,-12.692778132.384722
45,Schulze_1998,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-12.692778,132.384722,21.26,NA,NA,NA,NA,NA,-12.692778132.384722
46,Schulze_1998,Anacardiaceae,Buchanania,woody,long,0,AM,Buchanania obovata,-14.3,132.091389,11.59,NA,NA,NA,NA,NA,-14.3132.091389
6268,Dong_2017,Pittosporaceae,Bursaria,woody,long,0,AM,Bursaria spinosa,-34.005,138.959,15.20228471,NA,473.7680141,NA,31.164264,NA,-34.005138.959
535,Schmidt_2003,Bixaceae,Cochlospermum,woody,long,0,AM,Cochlospermum fraseri,-12.65,132.9166667,15.2,NA,NA,NA,NA,NA,-12.65132.9166667
539,Schulze_1998,Bixaceae,Cochlospermum,woody,long,0,AM,Cochlospermum fraseri,-11.767222,130.880278,14.1,NA,NA,NA,NA,NA,-11.767222130.880278
540,Schulze_1998,Bixaceae,Cochlospermum,woody,long,0,AM,Cochlospermum fraseri,-14.3,132.091389,17.39,NA,NA,NA,NA,NA,-14.3132.091389
7301,Dong_2017,Rosaceae,Crataegus,woody,long,0,AM,Crataegus monogyna,-34.933,138.727,23.90330882,NA,452.0220588,NA,18.91043881,NA,-34.933138.727
2621,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,13.91,0.641,NA,21.70046802,NA,NA,-28.64153.34
2622,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,11.38,0.647,NA,17.58887172,NA,NA,-28.64153.34
2623,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,15.29,0.706,NA,21.6572238,NA,NA,-28.64153.34
2624,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,11.38,0.709,NA,16.05077574,NA,NA,-28.64153.34
2625,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,13.97,0.746,NA,18.72654155,NA,NA,-28.64153.34
2626,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,13.35,0.785,NA,17.00636943,NA,NA,-28.64153.34
2627,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,14.04,0.797,NA,17.61606023,NA,NA,-28.64153.34
2628,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,15.03,0.987,NA,15.22796353,NA,NA,-28.64153.34
2629,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,16.01,1.029,NA,15.55879495,NA,NA,-28.64153.34
2630,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,11.03,NA,NA,NA,NA,NA,-28.64153.34
2631,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,11.62,NA,NA,NA,NA,NA,-28.64153.34
2632,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,11.75,NA,NA,NA,NA,NA,-28.64153.34
2633,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,12.2,NA,NA,NA,NA,NA,-28.64153.34
2634,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,13.23,NA,NA,NA,NA,NA,-28.64153.34
2635,Sendall_2016,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya rigida,-28.64,153.34,14.03,NA,NA,NA,NA,NA,-28.64153.34
647,Dong_2017,Celastraceae,Denhamia,woody,long,0,AM,Denhamia obscura,-13.158,130.778,11.47166524,NA,486.9762747,NA,42.45035612,NA,-13.158130.778
1050,Read_2003,Ebenaceae,Diospyros,woody,long,0,AM,Diospyros australis,-37.8,145,13.9,2.15,NA,6.465116279,NA,NA,-37.8145
1051,Read_2003,Ebenaceae,Diospyros,woody,long,0,AM,Diospyros australis,-37.8,145,17.4,1.41,NA,12.34042553,NA,NA,-37.8145
1052,Read_2003,Ebenaceae,Diospyros,woody,long,0,AM,Diospyros australis,-37.8,145,17.8,0.97,NA,18.35051546,NA,NA,-37.8145
1053,Read_2003,Ebenaceae,Diospyros,woody,long,0,AM,Diospyros australis,-37.8,145,18.6,0.42,NA,44.28571429,NA,NA,-37.8145
7551,Dong_2017,Sapindaceae,Dodonaea,woody,long,0,AM,Dodonaea viscosa,-30.656,139.547,14.72009926,NA,NA,NA,8.739894136,NA,-30.656139.547
7540,Dong_2017,Sapindaceae,Dodonaea,woody,long,0,AM,Dodonaea viscosa,-24.358,132.936,14.45223035,NA,507.3722121,NA,35.10684509,NA,-24.358132.936
7542,Dong_2017,Sapindaceae,Dodonaea,woody,long,0,AM,Dodonaea viscosa,-24.631,133.452,10.68080426,NA,497.827907,NA,46.60958996,NA,-24.631133.452
7550,Dong_2017,Sapindaceae,Dodonaea,woody,long,0,AM,Dodonaea viscosa,-34.005,138.959,23.75,NA,497.9113267,NA,20.96468744,NA,-34.005138.959
7548,Dong_2017,Sapindaceae,Dodonaea,woody,long,0,AM,Dodonaea viscosa,-34.609,138.861,13.02930703,NA,484.5848893,NA,37.19191575,NA,-34.609138.861
2140,Schulze_2014,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-16.0469444,125.6641667,26.995,NA,503.34,NA,18.64567513,NA,-16.0469444125.6641667
2125,Schulze_2014,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-16.0072222,125.5891667,26.834,NA,507.159,NA,18.89986584,NA,-16.0072222125.5891667
1528,Dong_2017,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-14.674,133.845,23.90821577,NA,529.9544772,NA,22.16620773,NA,-14.674133.845
2121,Schulze_2014,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-16.9055556,125.7611111,22.087,NA,518.271,NA,23.4649794,NA,-16.9055556125.7611111
1527,Dong_2017,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-14.126,134.387,17.6994382,NA,537.4268914,NA,30.36406497,NA,-14.126134.387
1930,Schmidt_2003,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.65,132.9166667,19.3,NA,NA,NA,NA,NA,-12.65132.9166667
1931,Schmidt_2003,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.65,132.9166667,22,NA,NA,NA,NA,NA,-12.65132.9166667
1932,Schmidt_2003,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.65,132.9166667,25,NA,NA,NA,NA,NA,-12.65132.9166667
1975,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,23.37,NA,NA,NA,NA,NA,-11.767222130.880278
1976,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,23.12,NA,NA,NA,NA,NA,-11.767222130.880278
1977,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,22.6,NA,NA,NA,NA,NA,-11.767222130.880278
1979,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,22.98,NA,NA,NA,NA,NA,-11.767222130.880278
1980,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,24.76,NA,NA,NA,NA,NA,-11.767222130.880278
1981,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-11.767222,130.880278,27.06,NA,NA,NA,NA,NA,-11.767222130.880278
1983,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.692778,132.384722,24.66,NA,NA,NA,NA,NA,-12.692778132.384722
1984,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.692778,132.384722,20.79,NA,NA,NA,NA,NA,-12.692778132.384722
1985,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-12.692778,132.384722,21.43,NA,NA,NA,NA,NA,-12.692778132.384722
1987,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-14.3,132.091389,26.8,NA,NA,NA,NA,NA,-14.3132.091389
1988,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-14.3,132.091389,28.14,NA,NA,NA,NA,NA,-14.3132.091389
1989,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-14.3,132.091389,30.15,NA,NA,NA,NA,NA,-14.3132.091389
1991,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-15.586667,131.116111,33.28,NA,NA,NA,NA,NA,-15.586667131.116111
1992,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-15.586667,131.116111,35.99,NA,NA,NA,NA,NA,-15.586667131.116111
1993,Schulze_1998,Fabaceae,Erythrophleum,woody,long,1,AM,Erythrophleum chlorostachys,-15.586667,131.116111,31.96,NA,NA,NA,NA,NA,-15.586667131.116111
4974,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus forrestiana,-35.4333333,138.7666667,8,NA,NA,NA,NA,NA,-35.4333333138.7666667
5595,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus talyuberlup,-35.4333333,138.7666667,13.1,NA,NA,NA,NA,NA,-35.4333333138.7666667
