Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,species_binom,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG
292,Wills_2018,Araliaceae,Polyscias,woody,long,0,AM,Polyscias elegans,-17.17724,145.58667,18.39,1.86677577,519.3,9.851209929,28.23817292,278.1801694,-17.17724145.58667
294,Wills_2018,Araliaceae,Polyscias,woody,long,0,AM,Polyscias elegans,-17.17724,145.58667,19.34,1.38212129,553.7,13.99298321,28.62978283,400.6160704,-17.17724145.58667
784,Wills_2018,Combretaceae,Terminalia,woody,long,0,AM,Terminalia microcarpa,-17.17724,145.58667,24.02,5.80717388,465.2,4.136263266,19.367194,80.10781313,-17.17724145.58667
786,Wills_2018,Combretaceae,Terminalia,woody,long,0,AM,Terminalia microcarpa,-17.17724,145.58667,20.39,4.14837272,451.6,4.915180331,22.14811182,108.8619636,-17.17724145.58667
785,Wills_2018,Combretaceae,Terminalia,woody,long,0,AM,Terminalia microcarpa,-17.17688,145.58667,21.55,7.88127283,501.8,2.734329906,23.28538283,63.66991866,-17.17688145.58667
7658,Wills_2018,Sapotaceae,Pleioluma,woody,long,0,AM,Pleioluma xerocarpa,-17.12013,145.60082,12.46,0.934672,462.6,13.33087971,37.12680578,494.9329818,-17.12013145.60082
7812,Wills_2018,Urticaceae,Dendrocnide,woody,long,0,NM-AM,Dendrocnide photiniphylla,-17.17724,145.58667,35.08,1.96563613,337.3,17.84663981,9.615165336,171.5983924,-17.17724145.58667
7813,Wills_2018,Urticaceae,Dendrocnide,woody,long,0,NM-AM,Dendrocnide photiniphylla,-17.17688,145.58667,23.82,3.39535031,403.1,7.015476409,16.92275399,118.7211814,-17.17688145.58667
7814,Wills_2018,Urticaceae,Dendrocnide,woody,long,0,NM-AM,Dendrocnide photiniphylla,-17.17688,145.58667,20.17,2.31412665,480,8.716031165,23.79771939,207.4216638,-17.17688145.58667
2822,Wills_2018,Malvaceae,Argyrodendron,woody,long,0,AM,Argyrodendron peralatum,-17.17688,145.58667,25.88,1.6371438,377.1,15.80801882,14.57109737,230.3401815,-17.17688145.58667
2820,Wills_2018,Malvaceae,Argyrodendron,woody,long,0,AM,Argyrodendron peralatum,-17.17688,145.58667,32.02,2.15205302,508.2,14.87881558,15.87133042,236.1465983,-17.17688145.58667
2821,Wills_2018,Malvaceae,Argyrodendron,woody,long,0,AM,Argyrodendron peralatum,-17.17688,145.58667,17.81,3.08889092,478.1,5.765823547,26.8444694,154.7804738,-17.17688145.58667
1292,Wills_2018,Euphorbiaceae,Croton,woody,long,0,AM,Croton triacros,-17.17724,145.58667,24.51,4.43934547,506.9,5.52108417,20.68135455,114.1834992,-17.17724145.58667
1137,Wills_2018,Elaeocarpaceae,Elaeocarpus,woody,long,0,AM,Elaeocarpus sericopetalus,-17.11345,145.60134,18.68,0.59340454,523.1,31.47936819,28.00321199,881.5234208,-17.11345145.60134
1136,Wills_2018,Elaeocarpaceae,Elaeocarpus,woody,long,0,AM,Elaeocarpus sericopetalus,-17.11345,145.60134,13.99,0.53437572,550.7,26.18008168,39.36383131,1030.548319,-17.11345145.60134
2832,Wills_2018,Malvaceae,Franciscodendron,woody,long,0,AM,Franciscodendron laurifolium,-17.12013,145.60082,14.66,1.01607703,492.8,14.42803997,33.61527967,485.0025987,-17.12013145.60082
2831,Wills_2018,Malvaceae,Franciscodendron,woody,long,0,AM,Franciscodendron laurifolium,-17.12013,145.60082,12.1,1.31796229,474.3,9.180839309,39.19834711,359.873726,-17.12013145.60082
1140,Wills_2018,Elaeocarpaceae,Sloanea,woody,long,0,AM,Sloanea macbrydei,-17.11345,145.60134,12.84,0.63408311,529.6,20.24971143,41.24610592,835.2217425,-17.11345145.60134
5944,Wills_2018,Myrtaceae,Syzygium,woody,long,0,AM,Syzygium endophloium,-17.12013,145.60082,10.93,0.71919551,528.7,15.19753648,48.37145471,735.1269476,-17.12013145.60082
5946,Wills_2018,Myrtaceae,Syzygium,woody,long,0,AM,Syzygium johnsonii,-17.12013,145.60082,14.07,0.83231214,501.6,16.90471558,35.65031983,602.658517,-17.12013145.60082
723,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,27.18,NA,NA,NA,NA,NA,-35.34142.83
724,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,26.26,NA,NA,NA,NA,NA,-35.34142.83
725,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,28.84,NA,NA,NA,NA,NA,-35.34142.83
726,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,28.95,NA,NA,NA,NA,NA,-35.34142.83
727,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,26.68,NA,NA,NA,NA,NA,-35.34142.83
728,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,28.55,NA,NA,NA,NA,NA,-35.34142.83
729,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,29.41,NA,NA,NA,NA,NA,-35.34142.83
730,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,24.59,NA,NA,NA,NA,NA,-35.34142.83
731,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,23.39,NA,NA,NA,NA,NA,-35.34142.83
732,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,25.88,NA,NA,NA,NA,NA,-35.34142.83
2749,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,41.99,NA,NA,NA,NA,NA,-35.444102148.928462
2750,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,43.56,NA,NA,NA,NA,NA,-35.444102148.928462
2751,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,42.63,NA,NA,NA,NA,NA,-35.444102148.928462
2752,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,34.6,NA,NA,NA,NA,NA,-35.444102148.928462
2753,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,44.82,NA,NA,NA,NA,NA,-35.444102148.928462
2754,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,37.7,NA,NA,NA,NA,NA,-35.444102148.928462
2755,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,40.92,NA,NA,NA,NA,NA,-35.444102148.928462
2756,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,39.27,NA,NA,NA,NA,NA,-35.444102148.928462
2757,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,38.14,NA,NA,NA,NA,NA,-35.444102148.928462
2758,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,38.86,NA,NA,NA,NA,NA,-35.444102148.928462
2759,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,41.91,NA,NA,NA,NA,NA,-35.444102148.928462
711,Firn_2019,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana humillima,-36.2,143.75,34.26627675,NA,417.922853,NA,12.19633099,NA,-36.2143.75
708,Firn_2019,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana humillima,-36.2,143.75,20.18540597,NA,354.1227155,NA,17.54350227,NA,-36.2143.75
4154,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus saligna,-33.61,150.7407,35.43,NA,478.3,NA,13.49985888,NA,-33.61150.7407
4156,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus saligna,-33.61,150.7407,34.583,NA,480.1,NA,13.88254345,NA,-33.61150.7407
4155,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus saligna,-33.61,150.7407,28.333,NA,474,NA,16.72960858,NA,-33.61150.7407
4157,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus saligna,-33.61,150.7407,27.587,NA,472.6,NA,17.13125748,NA,-33.61150.7407
4152,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus sideroxylon,-33.61,150.7407,50.577,NA,476.2,NA,9.415346897,NA,-33.61150.7407
4150,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus sideroxylon,-33.61,150.7407,43.387,NA,488.7,NA,11.2637426,NA,-33.61150.7407
4153,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus sideroxylon,-33.61,150.7407,42.917,NA,488.8,NA,11.3894261,NA,-33.61150.7407
4149,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus sideroxylon,-33.61,150.7407,43.51,NA,501.7,NA,11.5306826,NA,-33.61150.7407
4151,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus sideroxylon,-33.61,150.7407,41.88,NA,502.3,NA,11.99379179,NA,-33.61150.7407
4148,Ghannoum_2010,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus saligna,-33.61,150.7407,27.117,NA,486.3,NA,17.93339971,NA,-33.61150.7407
526,Smith_1996,Bignoniaceae,Pandorea,woody,long,0,AM,Pandorea pandorana,-30.5,152.4166667,18.355,2.081,NA,8.820278712,NA,NA,-30.5152.4166667
527,Smith_1996,Bignoniaceae,Pandorea,woody,long,0,AM,Pandorea pandorana,-32.1166667,151.4166667,26.1,3.088,NA,8.452072539,NA,NA,-32.1166667151.4166667
204,Smith_1996,Apocynaceae,Parsonsia,woody,long,0,AM,Parsonsia straminea,-32.1166667,151.4166667,22.699,1.768,NA,12.8388009,NA,NA,-32.1166667151.4166667
985,Smith_1996,Dicksoniaceae,Dicksonia,woody,long,0,AM,Dicksonia antarctica,-32.1166667,151.4166667,16.447,3.238,NA,5.079369981,NA,NA,-32.1166667151.4166667
504,Smith_1996,Atherospermataceae,Daphnandra,woody,long,0,AM,Daphnandra apatela,-32.1166667,151.4166667,20.113,2.316,NA,8.684369603,NA,NA,-32.1166667151.4166667
7650,Smith_1996,Sapindaceae,Diploglottis,woody,long,0,AM,Diploglottis australis,-32.1166667,151.4166667,19.605,2.169,NA,9.038727524,NA,NA,-32.1166667151.4166667
6116,Smith_1996,Nothofagaceae,Nothofagus,woody,long,0,EcM,Nothofagus moorei,-30.5,152.4166667,14.324,1.304,NA,10.98466258,NA,NA,-30.5152.4166667
7045,Smith_1996,Proteaceae,Orites,woody,long,0,NM,Orites excelsus,-30.5,152.4166667,5.625,0.631,NA,8.914421553,NA,NA,-30.5152.4166667
713,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,22.88,NA,NA,NA,NA,NA,-35.34142.83
714,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,22.6,NA,NA,NA,NA,NA,-35.34142.83
715,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,25.51,NA,NA,NA,NA,NA,-35.34142.83
716,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,23.98,NA,NA,NA,NA,NA,-35.34142.83
717,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,29.55,NA,NA,NA,NA,NA,-35.34142.83
718,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,33.91,NA,NA,NA,NA,NA,-35.34142.83
719,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,31.16,NA,NA,NA,NA,NA,-35.34142.83
720,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,32.65,NA,NA,NA,NA,NA,-35.34142.83
721,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,35.25,NA,NA,NA,NA,NA,-35.34142.83
722,Leigh_2003,Chenopodiaceae,Maireana,woody,long,0,NM-AM,Maireana pyramidata,-35.34,142.83,30.57,NA,NA,NA,NA,NA,-35.34142.83
2760,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,37.38,NA,NA,NA,NA,NA,-35.444102148.928462
2761,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,43.76,NA,NA,NA,NA,NA,-35.444102148.928462
2762,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,42.86,NA,NA,NA,NA,NA,-35.444102148.928462
2763,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,43.67,NA,NA,NA,NA,NA,-35.444102148.928462
2764,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,42.37,NA,NA,NA,NA,NA,-35.444102148.928462
2765,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,45.02,NA,NA,NA,NA,NA,-35.444102148.928462
2766,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,46.64,NA,NA,NA,NA,NA,-35.444102148.928462
2767,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,41.735,NA,NA,NA,NA,NA,-35.444102148.928462
2768,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,41.58,NA,NA,NA,NA,NA,-35.444102148.928462
2769,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,43.84,NA,NA,NA,NA,NA,-35.444102148.928462
2770,Leigh_2006,Malvaceae,Gynatrix,woody,long,0,uncertain,Gynatrix pulchella,-35.444102,148.928462,43.11,NA,NA,NA,NA,NA,-35.444102148.928462
7285,Wills_2018,Rhamnaceae,Alphitonia,woody,long,0,AM,Alphitonia whitei,-17.12013,145.60082,10.87,1.02385868,513.8,10.61669956,47.26770929,501.8270686,-17.12013145.60082
2641,Wills_2018,Lauraceae,Beilschmiedia,woody,long,0,AM,Beilschmiedia tooram,-17.12013,145.60082,14.25,0.81827217,487.8,17.41474356,34.23157895,596.1341689,-17.12013145.60082
7084,Wills_2018,Proteaceae,Carnarvonia,woody,long,0,NM,Carnarvonia araliifolia,-17.11345,145.60134,8.277,0.40184064,482.4,20.59771754,58.28198623,1200.47589,-17.11345145.60134
2453,Wills_2018,Icacinaceae,Citronella,woody,long,0,AM,Citronella smythii,-17.12013,145.60082,22.46,1.12263056,628.4,20.00658168,27.97862867,559.75672,-17.12013145.60082
2644,Wills_2018,Lauraceae,Cryptocarya,woody,long,0,AM,Cryptocarya triplinervis,-17.11345,145.60134,13.12,0.72752871,523.2,18.03365258,39.87804878,719.1468774,-17.11345145.60134
2645,Wills_2018,Lauraceae,Endiandra,woody,long,0,AM,Endiandra longipedicellata,-17.17688,145.58667,18.15,4.55266876,406.7,3.986672643,22.4077135,89.33221841,-17.17688145.58667
2972,Wills_2018,Moraceae,Ficus,woody,long,0,AM,Ficus leptoclada,-17.17688,145.58667,15.51,2.66155754,518.2,5.827414875,33.41070277,194.6980263,-17.17688145.58667
7479,Wills_2018,Rutaceae,Flindersia,woody,long,0,AM,Flindersia laevicarpa,-17.11345,145.60134,13.01,0.61300758,529.1,21.22322859,40.66871637,863.1214642,-17.11345145.60134
7477,Wills_2018,Rutaceae,Flindersia,woody,long,0,AM,Flindersia laevicarpa,-17.11345,145.60134,12.35,0.39676229,537.2,31.12695009,43.49797571,1353.959319,-17.11345145.60134
7478,Wills_2018,Rutaceae,Flindersia,woody,long,0,AM,Flindersia laevicarpa,-17.11345,145.60134,10.2,0.5183704,534.4,19.67704946,52.39215686,1030.923062,-17.11345145.60134
3003,Wills_2018,Myristicaceae,Myristica,woody,long,0,AM,Myristica insipida,-17.17688,145.58667,27.5,3.24307389,364.8,8.479609449,13.26545455,112.4858737,-17.17688145.58667
5938,Wills_2018,Myrtaceae,Syzygium,woody,long,0,AM,Syzygium claviflorum,-17.17688,145.58667,19.24,3.50984351,428.9,5.481725879,22.29209979,122.1991803,-17.17688145.58667
5937,Wills_2018,Myrtaceae,Syzygium,woody,long,0,AM,Syzygium claviflorum,-17.17688,145.58667,14.07,2.75916382,525,5.099371012,37.31343284,190.2750377,-17.17688145.58667
1291,Wills_2018,Euphorbiaceae,Croton,woody,long,0,AM,Croton triacros,-17.17724,145.58667,25.48,2.78660748,510.4,9.143734876,20.03139717,183.161785,-17.17724145.58667
2830,Wills_2018,Malvaceae,Franciscodendron,woody,long,0,AM,Franciscodendron laurifolium,-17.11345,145.60134,16.74,0.67717156,493.2,24.72047113,29.46236559,728.3235581,-17.11345145.60134
6204,Wills_2018,Phyllanthaceae,Glochidion,woody,long,0,AM,Glochidion harveyanum,-17.17724,145.58667,13.44,1.23760121,454.3,10.85971789,33.80208333,367.0810891,-17.17724145.58667
6203,Wills_2018,Phyllanthaceae,Glochidion,woody,long,0,AM,Glochidion harveyanum,-17.17724,145.58667,13.17,1.84970505,460.9,7.120054086,34.99620349,249.1748617,-17.17724145.58667
1139,Wills_2018,Elaeocarpaceae,Sloanea,woody,long,0,AM,Sloanea macbrydei,-17.12013,145.60082,13.71,0.90545656,442,15.14153258,32.23924143,488.1515244,-17.12013145.60082
7169,Funk_2016,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-31.70778,115.72194,22.3,2.99846416,NA,7.437140753,NA,NA,-31.70778115.72194
7170,Funk_2016,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-31.70778,115.72194,22.2,2.60812315,NA,8.511868007,NA,NA,-31.70778115.72194
7171,Funk_2016,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-31.70778,115.72194,22.4,3.01537118,NA,7.428604528,NA,NA,-31.70778115.72194
7172,Funk_2016,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-31.70778,115.72194,25.5,2.38352008,NA,10.69846242,NA,NA,-31.70778115.72194
7173,Funk_2016,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-31.70778,115.72194,24.4,3.32108372,NA,7.34699937,NA,NA,-31.70778115.72194
7174,Guilherme_Pereira_2019,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-30.1911676,115.0593393,15.182,NA,NA,NA,NA,NA,-30.1911676115.0593393
7175,Guilherme_Pereira_2019,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-30.1911676,115.0593393,19.845,NA,NA,NA,NA,NA,-30.1911676115.0593393
7176,Guilherme_Pereira_2019,Ranunculaceae,Clematis,woody,long,0,AM,Clematis linearifolia,-30.1911676,115.0593393,24.198,NA,NA,NA,NA,NA,-30.1911676115.0593393
1463,Buckton_2019,Fabaceae,Entada,woody,long,1,AM,Entada phaseoloides,-16.1,145.4,34.11688264,NA,451.2659643,NA,13.22705738,NA,-16.1145.4
1843,Schmidt_2003,Fabaceae,Abrus,woody,long,1,AM,Abrus precatorius,-12.65,132.9166667,30.5,NA,NA,NA,NA,NA,-12.65132.9166667
510,Read_2003,Austrobaileyaceae,Austrobaileya,woody,long,0,AM,Austrobaileya scandens,-37.8,145,18.7,4.54,NA,4.118942731,NA,NA,-37.8145
511,Read_2003,Austrobaileyaceae,Austrobaileya,woody,long,0,AM,Austrobaileya scandens,-37.8,145,17,3.87,NA,4.392764858,NA,NA,-37.8145
512,Read_2003,Austrobaileyaceae,Austrobaileya,woody,long,0,AM,Austrobaileya scandens,-37.8,145,20.3,2.98,NA,6.812080537,NA,NA,-37.8145
513,Read_2003,Austrobaileyaceae,Austrobaileya,woody,long,0,AM,Austrobaileya scandens,-37.8,145,15.1,1.77,NA,8.531073446,NA,NA,-37.8145
514,Read_2003,Austrobaileyaceae,Austrobaileya,woody,long,0,AM,Austrobaileya scandens,-37.8,145,18.6,2.72,NA,6.838235294,NA,NA,-37.8145
6144,Schmidt_2003,Passifloraceae,Passiflora,woody,long,0,AM,Passiflora foetida,-12.65,132.9166667,23.3,NA,NA,NA,NA,NA,-12.65132.9166667
6149,Schmidt_2003,Passifloraceae,Passiflora,woody,long,0,AM,Passiflora foetida,-12.65,132.9166667,38.5,NA,NA,NA,NA,NA,-12.65132.9166667
518,Buckton_2019,Bignoniaceae,Neosepicaea,woody,long,0,AM,Neosepicaea jucunda,-16.1,145.4,27.50081133,NA,457.6771566,NA,16.6423147,NA,-16.1145.4
520,Buckton_2019,Bignoniaceae,Neosepicaea,woody,long,0,AM,Neosepicaea jucunda,-16.1,145.4,24.2581086,NA,449.9921926,NA,18.55017636,NA,-16.1145.4
516,Buckton_2019,Bignoniaceae,Neosepicaea,woody,long,0,AM,Neosepicaea jucunda,-16.1,145.4,23.19926693,NA,470.5575911,NA,20.2832957,NA,-16.1145.4
517,Buckton_2019,Bignoniaceae,Neosepicaea,woody,long,0,AM,Neosepicaea jucunda,-16.1,145.4,22.89649175,NA,494.7503682,NA,21.60812991,NA,-16.1145.4
519,Buckton_2019,Bignoniaceae,Neosepicaea,woody,long,0,AM,Neosepicaea jucunda,-16.1,145.4,21.04334136,NA,481.9912954,NA,22.90469404,NA,-16.1145.4
2371,Gallagher_2018,Goodeniaceae,Dampiera,woody,long,0,EcM-AM,Dampiera purpurea,-33.54299,150.34431,7.87,0.168,NA,46.8452381,NA,NA,-33.54299150.34431
1937,Schmidt_2003,Fabaceae,Galactia,woody,long,1,AM,Galactia megalophylla,-12.65,132.9166667,20.2,NA,NA,NA,NA,NA,-12.65132.9166667
1602,Gallagher_2018,Fabaceae,Mirbelia,woody,long,1,EcM-AM,Mirbelia platylobioides,-33.57912,150.36555,11.9,0.188,NA,63.29787234,NA,NA,-33.57912150.36555
2360,Dong_2017,Goodeniaceae,Scaevola,woody,long,0,AM,Scaevola depauperata,-25.755,136.545,9.25377435,NA,NA,NA,12.24267038,NA,-25.755136.545
2361,Dong_2017,Goodeniaceae,Scaevola,woody,long,0,AM,Scaevola depauperata,-24.782,136.01,7.07748397,NA,NA,NA,15.88107827,NA,-24.782136.01
695,Dong_2017,Chenopodiaceae,Sclerolaena,woody,long,0,NM-AM,Sclerolaena convexula,-22.289,133.613,30.83378703,NA,361.5923139,NA,11.72714573,NA,-22.289133.613
693,Dong_2017,Chenopodiaceae,Sclerolaena,woody,long,0,NM-AM,Sclerolaena costata,-22.29,133.616,52.12700348,NA,353.8462065,NA,6.788155522,NA,-22.29133.616
701,Dong_2017,Chenopodiaceae,Sclerolaena,woody,long,0,NM-AM,Sclerolaena diacantha,-25.9,133.897,17.13159156,NA,372.2603068,NA,21.72946428,NA,-25.9133.897
401,Dong_2017,Asteraceae,Senecio,woody,long,0,AM,Senecio pterophorus,-34.933,138.727,26.30924092,NA,407.219472,NA,15.47819161,NA,-34.933138.727
1915,Schmidt_2003,Fabaceae,Cajanus,woody,long,1,AM,Cajanus acutifolius,-12.65,132.9166667,16.8,NA,NA,NA,NA,NA,-12.65132.9166667
2434,Dong_2017,Hemerocallidaceae,Corynotheca,woody,long,0,AM,Corynotheca micrantha,-25.755,136.545,10.61330903,NA,456.2835005,NA,42.9916343,NA,-25.755136.545
4830,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus abdita,-35.4333333,138.7666667,11,NA,NA,NA,NA,NA,-35.4333333138.7666667
4831,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus absita,-35.4333333,138.7666667,19.7,NA,NA,NA,NA,NA,-35.4333333138.7666667
4833,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus acies,-35.4333333,138.7666667,8.8,NA,NA,NA,NA,NA,-35.4333333138.7666667
4835,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus albopurpurea,-35.4333333,138.7666667,13.1,NA,NA,NA,NA,NA,-35.4333333138.7666667
4840,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus angulosa,-35.4333333,138.7666667,8.3,NA,NA,NA,NA,NA,-35.4333333138.7666667
4998,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus angulosa,-35.4333333,138.7666667,8.5,NA,NA,NA,NA,NA,-35.4333333138.7666667
4829,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus angustissima,-35.4333333,138.7666667,12,NA,NA,NA,NA,NA,-35.4333333138.7666667
4842,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus aquilina,-35.4333333,138.7666667,11,NA,NA,NA,NA,NA,-35.4333333138.7666667
4847,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus argutifolia,-35.4333333,138.7666667,9.8,NA,NA,NA,NA,NA,-35.4333333138.7666667
4850,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus articulata,-35.4333333,138.7666667,12.3,NA,NA,NA,NA,NA,-35.4333333138.7666667
5202,Schulze_2006_2,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus aspratilis,-31.5761111,120.5786111,10.7,NA,513.2,NA,47.96261682,NA,-31.5761111120.5786111
4851,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus aspratilis,-35.4333333,138.7666667,9.4,NA,NA,NA,NA,NA,-35.4333333138.7666667
4863,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus behriana,-35.4333333,138.7666667,10,NA,NA,NA,NA,NA,-35.4333333138.7666667
4866,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus blaxellii,-35.4333333,138.7666667,11.9,NA,NA,NA,NA,NA,-35.4333333138.7666667
4869,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus brevipes,-35.4333333,138.7666667,10.6,NA,NA,NA,NA,NA,-35.4333333138.7666667
4873,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus buprestium,-35.4333333,138.7666667,10.9,NA,NA,NA,NA,NA,-35.4333333138.7666667
5483,Schulze_2006,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,Eucalyptus burgessiana,-35.4333333,138.7666667,8.3,NA,NA,NA,NA,NA,-35.4333333138.7666667
