lat,lon,precipitation,temp_seasonality
-25.3456,131.0322,42.98854828,641.0412598
-17.1135,145.6013,84.01340485,278.8314514
-17.6817,145.5299,77.33708954,305.2157288
-17.1011,145.5735,90.41222382,278.1142273
-17.6891,145.5065,85.59367371,305.8173218
-17.3653,145.7154,69.3784256,288.5501099
-17.3516,145.7273,65.19615173,284.4967957
-17.1192,145.6295,78.27684784,276.3465576
-17.7868,145.5596,77.68993378,309.5313416
-30.7961,119.5364,49.27558517,583.9914551
-28.4653,115.9164,57.55396271,587.1830444
-26.4433,114.1681,72.61206818,503.7947083
-23.9572,115.1267,78.44529724,564.7720337
-24.0108,117.2631,70.39160919,613.6013794
-16.0072,125.4719,117.1233597,297.6431885
-15.4508,128.1203,113.3590393,296.5901489
-20.6636,120.0731,111.234726,474.5332642
-19.4556,121.4747,117.2422028,379.424408
-24.2772,116.9594,69.46078491,626.1383667
-17.4603,145.4747,95.81275177,302.1814575
-17.3542,123.7444,140.0225372,319.5119324
-15.7683,126.6069,113.320488,337.9147339
-24.4142,115.1653,71.57933807,574.9760742
-16.2672,125.0525,123.9084702,289.4692383
-17.277,145.462,77.78073883,296.3707275
-17.6099,145.5626,67.83565521,303.7751465
-17.4206,145.6716,65.42058563,299.4186401
-17.7585,145.5457,74.99199677,310.6554565
-17.5914,145.7036,65.37290192,293.8727112
-17.6468,145.6377,72.63822937,301.0068359
-17.1769,145.5867,87.04688263,276.9093628
-33.3708,151.3179,30.264925,385.3176575
-37.9,145.1,14.42372799,384.1605835
-14.5864,132.1606,115.1935883,282.492981
-16.1034,145.4479,68.53575897,225.030304
-15.5867,131.1161,119.0202408,318.2156067
-12.4,130.9,110.8201675,163.4361267
-16.1453,125.1392,123.3018494,284.7353821
-17.61,145.7666,59.80085754,290.2855835
-17.1772,145.5867,87.04688263,276.9093628
-17.117,145.63,78.27684784,276.3465576
-16.103,145.447,68.53575897,225.030304
-33.3714,151.3208,30.264925,385.3176575
-33.1983,151.3164,31.69318771,391.705658
-28.63,153.36,46.43669891,365.2466736
-33.3718,151.3188,30.264925,385.3176575
-32.8125,146.9336,9.848870277,604.1855469
-25.0611,128.3294,53.68785858,619.8806763
-31.8908,116.2492,82.03112793,465.104248
-34.3789,117.7797,49.25009155,361.8816528
-31.8953,116.5586,73.98255157,506.3870239
-34.5303,116.01,70.0369339,308.9154968
-34.4919,115.9517,70.04784393,311.0088501
-34.6389,116.1238,70.56323242,327.9296875
-33.9164,115.0833,83.64952087,340.6411133
-34.4196,115.8213,71.76174927,318.1655884
-31.8682,116.223,82.42060089,465.7551575
-34.6015,118.7427,40.61120224,296.8764343
-30.3114,115.2016,83.84369659,451.6608887
-34.0812,116.3304,67.93735504,368.4742737
-32.5207,116.499,74.54619598,466.7024536
-31.0986,116.0509,75.77612305,496.8804321
-32.6847,115.7427,83.56021118,435.1323547
-34.6534,117.4991,52.19778442,350.3253174
-32.3527,116.0765,80.8768158,436.2518921
-26.2347,126.2764,51.85004044,632.2572632
-12.5636,132.3075,110.5404892,189.4984436
-15.2414,128.4994,119.0208588,303.8876953
-13.077,131.118,108.7388,191.0987701
-24.9544,114.9386,63.0559845,563.0167847
-16.0128,128.4247,115.1290741,335.9168701
-33.8753,151.1849,26.24304962,388.639801
-33.9083,151.1417,26.47173691,405.6165771
-33.8557,150.9951,27.24019241,424.3736572
-33.79,150.676,34.20578384,433.8560486
-33.7111,118.365,37.26149368,426.0661621
-34.9656,117.2894,55.57252121,294.9996643
-33.6108,150.741,32.76551437,439.5572815
-33.5814,115.4992,84.31346893,382.0248718
-33.0069,115.7431,83.1729126,411.0905457
-31.545,115.6747,83.44671631,416.0574036
-34.9106,116.6889,63.16944885,294.1500549
-26.985,125.7014,44.99223328,617.4916992
-34.9697,116.7914,62.09264374,281.9611511
-30.6431,121.4536,24.36050797,566.5539551
-33.5983,118.4414,38.56642151,426.7468567
-34.1494,118.235,41.9383316,400.5498047
-34.4572,149.469,15.08360767,513.7095947
-33.61,150.7407,32.76551437,439.5572815
-33.165,118.4728,41.56827164,464.0898132
-16.0967,130.8906,112.6787949,372.7894287
-33.6167,150.7333,33.45840836,439.668457
-25.2981,127.86,53.54069519,627.1729736
-31.8844,116.2619,81.96686554,464.7131653
-34.7442,117.5061,54.20077515,327.7505798
-33.3741,151.324,30.264925,385.3176575
-33.9194,118.3289,37.21777344,416.5378418
