Unique_ID,dataset_id,observation_id,family,genus,species_binom,woodiness,reclass_life_history,putative_BNF,myc_type,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,SN_total_0_30,SP_total_0_30,SOC_total_0_30,CEC_total_0_30,AP_total_0_30,NPP,MAT,PPT,AET,precip_seasonality,temp_seasonality
4054,Edwards_2000,Edwards_2000_056,Myrtaceae,Eucalyptus,Eucalyptus_baxteri,1,long,0,EcM-AM,-39.01667,146.3333,9.26,NA,NA,NA,NA,NA,0.206,0.016,2.805,13.498,23.094,13741.211,13.872,1006.81,736.585693,33.0316963,304.402039
2360,Dong_2017,Dong_2017_207,Goodeniaceae,Scaevola,Scaevola_depauperata,1,long,0,AM,-25.755,136.545,9.25377435,NA,NA,NA,NA,NA,0.028,0.018,0.509,14.423,11.094,537,23.345,93.576,88.9142838,36.569664,670.049072
4720,Schulze_1998,Schulze_1998_061,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-12.693,132.385,9.24,NA,NA,NA,NA,NA,0.068,0.016,1.363,4.05,3.657,5434.158,27.637,1496.462,1186.16187,110.883743,196.628769
4759,Schulze_1998,Schulze_1998_120,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-16.13,130.933056,9.23,NA,NA,NA,NA,NA,0.055,0.02,0.582,15.484,5.15,2456.105,27.471,756.657,712.142883,112.015396,369.201355
4738,Schulze_1998,Schulze_1998_086,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-14.3,132.091389,9.21,NA,NA,NA,NA,NA,0.04,0.012,0.512,4.741,2.657,4966.579,27.52,1019.943,924.585693,113.086693,274.900482
6604,Caldwell_2016,Caldwell_2016_36,Proteaceae,Grevillea,Grevillea_barklyana,1,long,0,NM,-37.983,145.8,9.2,NA,NA,NA,NA,NA,0.186,0.033,3.455,10.616,12.944,10316.263,13.688,1055.976,898.223816,19.5326138,365.108948
6622,Caldwell_2016,Caldwell_2016_69,Proteaceae,Lomatia,Lomatia_fraseri,1,long,0,NM,-37.983,145.8,9.2,NA,NA,NA,NA,NA,0.186,0.033,3.455,10.616,12.944,10316.263,13.688,1055.976,898.223816,19.5326138,365.108948
4901,Schulze_2006,Schulze_2006_081,Myrtaceae,Eucalyptus,Eucalyptus_conglobata,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4965,Schulze_2006,Schulze_2006_145,Myrtaceae,Eucalyptus,Eucalyptus_famelica,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4972,Schulze_2006,Schulze_2006_152,Myrtaceae,Eucalyptus,Eucalyptus_foliosa,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5001,Schulze_2006,Schulze_2006_181,Myrtaceae,Eucalyptus,Eucalyptus_gypsophila,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4857,Schulze_2006,Schulze_2006_039,Myrtaceae,Eucalyptus,Eucalyptus_x_balanopelex,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4893,Schulze_2006,Schulze_2006_075,Myrtaceae,Eucalyptus,Eucalyptus_cernua,1,long,0,EcM-AM,-35.433333,138.766667,9.2,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4811,Schulze_1998,Schulze_1998_186,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-25.071389,129.578611,9.2,NA,NA,NA,NA,NA,0.027,0.017,0.497,7.487,10.107,1324.842,21.813,487.114,444.461914,59.5035629,624.739929
4057,Edwards_2000,Edwards_2000_059,Myrtaceae,Eucalyptus,Eucalyptus_baxteri,1,long,0,EcM-AM,-39.01667,146.3333,9.18,NA,NA,NA,NA,NA,0.206,0.016,2.805,13.498,23.094,13741.211,13.872,1006.81,736.585693,33.0316963,304.402039
4686,Schulze_1998,Schulze_1998_012,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-11.767222,130.880278,9.17,NA,NA,NA,NA,NA,0.065,0.016,1.654,3.223,5.643,7527.211,27.042,1592.529,1152.35242,105.937607,157.263504
6785,Guilherme_Pereira_2019,Guilherme_Pereira_2019_167,Proteaceae,Conospermum,Conospermum_stoechadis,1,long,0,NM,-30.192092,115.063015,9.146,NA,NA,NA,NA,NA,0.068,0.016,1.492,8.015,6.657,4726.842,20.136,450.938,423.661896,84.481369,419.999085
5884,Turner_2010,Turner_2010_53,Myrtaceae,Eucalyptus,Eucalyptus_striaticalyx,1,long,0,EcM-AM,-30.95,121.15,9.14503634,NA,NA,NA,NA,NA,0.041,0.018,0.668,7.872,4.807,2315,18.316,292.605,277.995239,27.6183567,555.40918
404,Edwards_2000,Edwards_2000_052,Asteraceae,Bedfordia,Bedfordia_salicina,1,long,0,AM,-39.01667,146.3333,9.12,NA,NA,NA,NA,NA,0.206,0.016,2.805,13.498,23.094,13741.211,13.872,1006.81,736.585693,33.0316963,304.402039
4887,Schulze_2006,Schulze_2006_069,Myrtaceae,Eucalyptus,Eucalyptus_captiosa,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5005,Schulze_2006,Schulze_2006_185,Myrtaceae,Eucalyptus,Eucalyptus_hebetifolia,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4822,Schulze_2006,Schulze_2006_004,Myrtaceae,Corymbia,Corymbia_eremaea,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5536,Schulze_2006,Schulze_2006_321,Myrtaceae,Eucalyptus,Eucalyptus_pruiniramis,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5513,Schulze_2006,Schulze_2006_298,Myrtaceae,Eucalyptus,Eucalyptus_phenax,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5518,Schulze_2006,Schulze_2006_303,Myrtaceae,Eucalyptus,Eucalyptus_planchoniana,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5585,Schulze_2006,Schulze_2006_370,Myrtaceae,Eucalyptus,Eucalyptus_steedmanii,1,long,0,EcM-AM,-35.433333,138.766667,9.1,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5809,Taylor_2008,Taylor_2008_12,Myrtaceae,Angophora,Angophora_hispida,1,long,0,EcM-AM,-34.098056,151.059444,9.1,NA,NA,NA,NA,NA,0.139,0.019,2.103,10.733,11.93,14289.211,17.404,1110.4,955.352356,24.5439301,366.429077
2688,Wright_2019,Wright_2019_631,Lecythidaceae,Planchonia,Planchonia_careya,1,long,0,AM,-12.4528,131.1083,9.1,NA,NA,NA,NA,NA,0.073,0.018,1.401,2.804,3.986,4854.368,27.347,1608.548,1215.83814,109.306564,175.971329
7022,Schmidt_2003,Schmidt_2003_435,Proteaceae,Grevillea,Grevillea_pteridifolia,1,long,0,NM,-12.65,132.916667,9.1,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4587,Schmidt_2003,Schmidt_2003_235,Myrtaceae,Corymbia,Corymbia_ptychocarpa,1,long,0,EcM-AM,-12.65,132.916667,9.1,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
1677,Guilherme_Pereira_2019,Guilherme_Pereira_2019_189,Fabaceae,Labichea,Labichea_cassioides,1,long,0,AM,-30.192092,115.063015,9.099,NA,NA,NA,NA,NA,0.068,0.016,1.492,8.015,6.657,4726.842,20.136,450.938,423.661896,84.481369,419.999085
4744,Schulze_1998,Schulze_1998_089,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-14.3,132.091389,9.07,NA,NA,NA,NA,NA,0.04,0.012,0.512,4.741,2.657,4966.579,27.52,1019.943,924.585693,115.327202,274.900482
5883,Turner_2010,Turner_2010_52,Myrtaceae,Eucalyptus,Eucalyptus_striaticalyx,1,long,0,EcM-AM,-30.95,121.15,9.04201836,NA,NA,NA,NA,NA,0.041,0.018,0.668,7.872,4.807,2315,18.316,292.605,277.995239,27.6183567,555.40918
4682,Schulze_1998,Schulze_1998_010,Myrtaceae,Corymbia,Corymbia_nesophila,1,long,0,EcM-AM,-11.767222,130.880278,9.01,NA,NA,NA,NA,NA,0.065,0.016,1.654,3.223,5.643,7527.211,27.042,1592.529,1152.35242,105.937607,157.263504
4733,Schulze_1998,Schulze_1998_082,Myrtaceae,Corymbia,Corymbia_bleeseri,1,long,0,EcM-AM,-14.3,132.091389,9.01,NA,NA,NA,NA,NA,0.04,0.012,0.512,4.741,2.657,4966.579,27.52,1019.943,924.585693,115.327202,274.900482
3235,Ahrens_2019,Ahrens_2019_232,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.081167,116.330444,9,NA,NA,NA,NA,NA,0.111,0.019,1.85,6.71,8.52,17216.316,14.865,635.69,517.24762,67.937355,368.474274
3004,Ahrens_2019,Ahrens_2019_001,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.638944,116.123806,9,NA,NA,NA,NA,NA,0.14,0.021,3.205,9.153,8.973,17216.316,15.878,1068.048,647.238098,52.1977844,327.929688
3038,Ahrens_2019,Ahrens_2019_035,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.638944,116.123806,9,NA,NA,NA,NA,NA,0.14,0.021,3.205,9.153,8.973,17216.316,15.878,1068.048,647.238098,70.5632324,327.929688
3186,Ahrens_2019,Ahrens_2019_183,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.6015,118.742665,9,NA,NA,NA,NA,NA,0.096,0.021,1.726,10.456,13.793,6473.421,16.163,557.076,527.004761,40.6112022,296.876434
3189,Ahrens_2019,Ahrens_2019_186,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.6015,118.742665,9,NA,NA,NA,NA,NA,0.096,0.021,1.726,10.456,13.793,6473.421,16.163,557.076,527.004761,40.6112022,296.876434
3190,Ahrens_2019,Ahrens_2019_187,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-34.6015,118.742665,9,NA,NA,NA,NA,NA,0.096,0.021,1.726,10.456,13.793,6473.421,16.163,557.076,527.004761,40.6112022,296.876434
5442,Schulze_2006,Schulze_2006_226,Myrtaceae,Eucalyptus,Eucalyptus_litorea,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4934,Schulze_2006,Schulze_2006_114,Myrtaceae,Eucalyptus,Eucalyptus_discreta,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5632,Schulze_2006,Schulze_2006_418,Myrtaceae,Eucalyptus,Eucalyptus_yalatensis,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5635,Schulze_2006,Schulze_2006_421,Myrtaceae,Eucalyptus,Eucalyptus_yumbarrana,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4999,Schulze_2006,Schulze_2006_179,Myrtaceae,Eucalyptus,Eucalyptus_guilfoylei,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5599,Schulze_2006,Schulze_2006_385,Myrtaceae,Eucalyptus,Eucalyptus_terebra,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5601,Schulze_2006,Schulze_2006_387,Myrtaceae,Eucalyptus,Eucalyptus_tetrapleura,1,long,0,EcM-AM,-35.433333,138.766667,9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
3139,Ahrens_2019,Ahrens_2019_136,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-31.8682,116.222973,9,NA,NA,NA,NA,NA,0.075,0.017,2.14,7.583,6,6826.158,16.777,755.862,564.233337,82.4206009,465.755158
3454,Ahrens_2019,Ahrens_2019_451,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-32.352694,116.076472,9,NA,NA,NA,NA,NA,0.069,0.017,2.106,3.563,4.507,9433.158,16.786,1002.448,641.009522,80.8768158,436.251892
3072,Ahrens_2019,Ahrens_2019_069,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-33.916389,115.083278,9,NA,NA,NA,NA,NA,0.15,0.021,2.388,8.286,9.507,10562.421,16.976,925.581,762.485718,83.6495209,340.641113
5810,Taylor_2008,Taylor_2008_13,Myrtaceae,Angophora,Angophora_hispida,1,long,0,EcM-AM,-34.098056,151.059444,9,NA,NA,NA,NA,NA,0.139,0.019,2.103,10.733,11.93,14289.211,17.404,1110.4,955.352356,24.5439301,366.429077
4122,EsperonRodriguez_2020,EsperonRodriguez_2020_71,Myrtaceae,Lophostemon,Lophostemon_confertus,1,long,0,EcM-AM,-33.790006,150.676025,9,NA,NA,NA,NA,NA,0.121,0.029,1.106,16.352,9.614,11632,17.935,791.362,737.847595,34.2057838,433.856049
4130,EsperonRodriguez_2020,EsperonRodriguez_2020_79,Myrtaceae,Tristaniopsis,Tristaniopsis_laurina,1,long,0,EcM-AM,-33.790006,150.676025,9,NA,NA,NA,NA,NA,0.121,0.029,1.106,16.352,9.614,11632,17.935,791.362,737.847595,34.2057838,433.856049
4112,EsperonRodriguez_2020,EsperonRodriguez_2020_56,Myrtaceae,Tristaniopsis,Tristaniopsis_laurina,1,long,0,EcM-AM,-33.855733,150.995064,9,NA,NA,NA,NA,NA,0.102,0.026,1.352,11.024,9.287,11632,18.125,879.719,815.976196,27.2401924,424.373657
4113,EsperonRodriguez_2020,EsperonRodriguez_2020_57,Myrtaceae,Tristaniopsis,Tristaniopsis_laurina,1,long,0,EcM-AM,-33.855733,150.995064,9,NA,NA,NA,NA,NA,0.102,0.026,1.352,11.024,9.287,11632,18.125,879.719,815.976196,27.2401924,424.373657
3347,Ahrens_2019,Ahrens_2019_344,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-32.684667,115.742667,9,NA,NA,NA,NA,NA,0.098,0.019,2.558,15.133,10.123,9433.158,18.356,769.829,675.538086,83.5602112,435.132355
3356,Ahrens_2019,Ahrens_2019_353,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-32.684667,115.742667,9,NA,NA,NA,NA,NA,0.098,0.019,2.558,15.133,10.123,9433.158,18.356,769.829,675.538086,83.5602112,435.132355
3369,Ahrens_2019,Ahrens_2019_366,Myrtaceae,Corymbia,Corymbia_calophylla,1,long,0,EcM-AM,-32.684667,115.742667,9,NA,NA,NA,NA,NA,0.098,0.019,2.558,15.133,10.123,9433.158,18.356,769.829,675.538086,83.5602112,435.132355
4096,EsperonRodriguez_2020,EsperonRodriguez_2020_33,Myrtaceae,Lophostemon,Lophostemon_confertus,1,long,0,EcM-AM,-33.908333,151.141667,9,NA,NA,NA,NA,NA,0.105,0.022,1.564,9.475,9.957,15049.842,18.364,1057.381,942.461914,26.4717369,405.616577
963,Schmidt_1997,Schmidt_1997_006,Cyperaceae,Caustis,Caustis_recurvata,0,long,0,NM-AM,-26.9,152.9,9,NA,NA,NA,NA,NA,0.152,0.041,2.579,7.831,8.944,13497.474,19.977,1294.229,1050.00476,46.6810417,382.55719
6083,Wright_2019,Wright_2019_624,Myrtaceae,Lophostemon,Lophostemon_lactifluus,1,long,0,EcM-AM,-12.4528,131.1083,9,NA,NA,NA,NA,NA,0.073,0.018,1.401,2.804,3.986,4854.368,27.347,1608.548,1215.83814,109.306564,175.971329
4760,Schulze_1998,Schulze_1998_121,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-16.13,130.933056,9,NA,NA,NA,NA,NA,0.055,0.02,0.582,15.484,5.15,2456.105,27.471,756.657,712.142883,112.015396,369.201355
4609,Schmidt_2003,Schmidt_2003_326,Myrtaceae,Eucalyptus,Eucalyptus_phoenicea,1,long,0,EcM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4653,Schmidt_2003,Schmidt_2003_746,Myrtaceae,Xanthostemon,Xanthostemon_paradoxus,1,long,0,EcM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4618,Schmidt_2003,Schmidt_2003_336,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4583,Schmidt_2003,Schmidt_2003_230,Myrtaceae,Corymbia,Corymbia_porrecta,1,long,0,EcM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4606,Schmidt_2003,Schmidt_2003_322,Myrtaceae,Eucalyptus,Eucalyptus_miniata,1,long,0,EcM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
6141,Schmidt_2003,Schmidt_2003_571,Pandanaceae,Pandanus,Pandanus_spiralis,1,long,0,NM-AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
766,Schmidt_2003,Schmidt_2003_690,Combretaceae,Terminalia,Terminalia_carpentariae,1,long,0,AM,-12.65,132.916667,9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4801,Schulze_1998,Schulze_1998_175,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-25.046389,128.310833,8.95,NA,NA,NA,NA,NA,0.026,0.02,0.501,9.032,10.601,1114.263,22.994,339.267,311.819031,54.1709137,617.091614
5505,Schulze_2006,Schulze_2006_290,Myrtaceae,Eucalyptus,Eucalyptus_peninsularis,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5520,Schulze_2006,Schulze_2006_305,Myrtaceae,Eucalyptus,Eucalyptus_platydisca,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5508,Schulze_2006,Schulze_2006_293,Myrtaceae,Eucalyptus,Eucalyptus_persistens,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4945,Schulze_2006,Schulze_2006_125,Myrtaceae,Eucalyptus,Eucalyptus_dundasii,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5003,Schulze_2006,Schulze_2006_183,Myrtaceae,Eucalyptus,Eucalyptus_hallii,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5550,Schulze_2006,Schulze_2006_335,Myrtaceae,Eucalyptus,Eucalyptus_redimiculifera,1,long,0,EcM-AM,-35.433333,138.766667,8.9,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
6075,Wright_2019,Wright_2019_610,Myrtaceae,Corymbia,Corymbia_bleeseri,1,long,0,EcM-AM,-12.4528,131.1083,8.9,NA,NA,NA,NA,NA,0.073,0.018,1.401,2.804,3.986,4854.368,27.347,1608.548,1215.83814,109.306564,175.971329
6077,Wright_2019,Wright_2019_612,Myrtaceae,Corymbia,Corymbia_porrecta,1,long,0,EcM-AM,-12.4528,131.1083,8.9,NA,NA,NA,NA,NA,0.073,0.018,1.401,2.804,3.986,4854.368,27.347,1608.548,1215.83814,109.306564,175.971329
4613,Schmidt_2003,Schmidt_2003_330,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-12.65,132.916667,8.9,NA,NA,NA,NA,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
4743,Schulze_1998,Schulze_1998_088,Myrtaceae,Eucalyptus,Eucalyptus_tetrodonta,1,long,0,EcM-AM,-14.3,132.091389,8.85,NA,NA,NA,NA,NA,0.04,0.012,0.512,4.741,2.657,4966.579,27.52,1019.943,924.585693,115.327202,274.900482
4056,Edwards_2000,Edwards_2000_058,Myrtaceae,Eucalyptus,Eucalyptus_baxteri,1,long,0,EcM-AM,-39.01667,146.3333,8.84,NA,NA,NA,NA,NA,0.206,0.016,2.805,13.498,23.094,13741.211,13.872,1006.81,736.585693,33.0316963,304.402039
6784,Guilherme_Pereira_2019,Guilherme_Pereira_2019_166,Proteaceae,Conospermum,Conospermum_stoechadis,1,long,0,NM,-30.192092,115.063015,8.82,NA,NA,NA,NA,NA,0.068,0.016,1.492,8.015,6.657,4726.842,20.136,450.938,423.661896,84.481369,419.999085
4764,Schulze_1998,Schulze_1998_127,Myrtaceae,Eucalyptus,Eucalyptus_brevifolia,1,long,0,EcM-AM,-16.097,130.891,8.81,NA,NA,NA,NA,NA,0.054,0.017,0.629,15.477,4.821,2456.105,27.418,769.505,723.43811,112.678795,372.789429
6606,Caldwell_2016,Caldwell_2016_38,Proteaceae,Grevillea,Grevillea_barklyana,1,long,0,NM,-37.983,145.8,8.8,NA,NA,NA,NA,NA,0.186,0.033,3.455,10.616,12.944,10316.263,13.688,1055.976,898.223816,19.5326138,365.108948
4833,Schulze_2006,Schulze_2006_015,Myrtaceae,Eucalyptus,Eucalyptus_acies,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4944,Schulze_2006,Schulze_2006_124,Myrtaceae,Eucalyptus,Eucalyptus_dumosa,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4997,Schulze_2006,Schulze_2006_177,Myrtaceae,Eucalyptus,Eucalyptus_grossa,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
4991,Schulze_2006,Schulze_2006_171,Myrtaceae,Eucalyptus,Eucalyptus_goniocarpa,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5575,Schulze_2006,Schulze_2006_360,Myrtaceae,Eucalyptus,Eucalyptus_sieberi,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5597,Schulze_2006,Schulze_2006_382,Myrtaceae,Eucalyptus,Eucalyptus_tenuis,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5604,Schulze_2006,Schulze_2006_390,Myrtaceae,Eucalyptus,Eucalyptus_torquata,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5626,Schulze_2006,Schulze_2006_412,Myrtaceae,Eucalyptus,Eucalyptus_williamsiana,1,long,0,EcM-AM,-35.433333,138.766667,8.8,NA,NA,NA,NA,NA,0.081,0.016,0.794,9.852,12.096,8294.579,16.456,468.105,438.919037,42.7515526,373.036255
5807,Taylor_2008,Taylor_2008_10,Myrtaceae,Eucalyptus,Eucalyptus_haemastoma,1,long,0,EcM-AM,-33.19833,151.316389,8.8,NA,NA,NA,NA,NA,0.177,0.023,2.869,9.162,16.08,15049.842,17.384,1042.786,906.809509,31.6931877,391.705658
7864,Schmidt_1997,Schmidt_1997_024,Xanthorrhoeaceae,Xanthorrhoea,Xanthorrhoea_johnsonii,1,long,0,AM,-26.9,152.9,8.8,NA,NA,NA,NA,NA,0.152,0.041,2.579,7.831,8.944,13497.474,19.977,1294.229,1050.00476,51.3593712,382.55719
6084,Wright_2019,Wright_2019_625,Myrtaceae,Lophostemon,Lophostemon_lactifluus,1,long,0,EcM-AM,-12.4528,131.1083,8.8,NA,NA,NA,NA,NA,0.073,0.018,1.401,2.804,3.986,4854.368,27.347,1608.548,1215.83814,109.306564,175.971329
1124,Sendall_2016,Sendall_2016_195,Elaeocarpaceae,Elaeocarpus,Elaeocarpus_reticulatus,1,long,0,AM,-28.64,153.34,8.78,NA,NA,NA,NA,NA,0.188,0.025,4.463,8.097,15.408,16954.632,19.304,1515.967,1126.72852,46.4730759,370.058075
4758,Schulze_1998,Schulze_1998_119,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-16.13,130.933056,8.78,NA,NA,NA,NA,NA,0.055,0.02,0.582,15.484,5.15,2456.105,27.471,756.657,712.142883,123.301849,369.201355
