Unique_ID,dataset_id,observation_id,family,genus,species_binom,woodiness,reclass_life_history,putative_BNF,myc_type,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,SN_total_0_30,SP_total_0_30,SOC_total_0_30,CEC_total_0_30,AP_total_0_30,NPP,MAT,PPT,AET,precip_seasonality,temp_seasonality
5772,Smith_2012,Smith_2012_13,Myrtaceae,Eucalyptus,Eucalyptus_sideroxylon,1,long,0,EcM-AM,-33.61,150.7407,14.4,NA,560.6,NA,38.9305556,NA,0.146,0.031,1.25,13.657,6.807,11632,17.849,780.781,727.466675,32.7655144,439.557282
3983,Crous_2019,Crous_2019_236,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,18.314623,0.694793,560.427464,26.3598266,30.6,806.610694,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
4305,MacinnisNg_2016,MacinnisNg_2016_072,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.2,NA,560,NA,45.9016393,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4285,MacinnisNg_2016,MacinnisNg_2016_050,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11.8,NA,560,NA,47.4576271,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4298,MacinnisNg_2016,MacinnisNg_2016_064,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11,NA,560,NA,50.9090909,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4296,MacinnisNg_2016,MacinnisNg_2016_062,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,10.8,NA,560,NA,51.8518519,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4320,MacinnisNg_2016,MacinnisNg_2016_087,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,13.5,NA,559,NA,41.4074074,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4286,MacinnisNg_2016,MacinnisNg_2016_051,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.7,NA,559,NA,44.015748,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4293,MacinnisNg_2016,MacinnisNg_2016_058,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.4,NA,559,NA,45.0806452,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4299,MacinnisNg_2016,MacinnisNg_2016_066,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,9.91,NA,559,NA,56.407669,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
3981,Crous_2019,Crous_2019_234,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,20.588883,0.862316,558.988174,23.8762623,27.15,648.240521,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
4349,MacinnisNg_2016,MacinnisNg_2016_116,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,13.5,NA,558,NA,41.3333333,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4328,MacinnisNg_2016,MacinnisNg_2016_095,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.1,NA,557,NA,46.0330579,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4290,MacinnisNg_2016,MacinnisNg_2016_055,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,14.5,NA,556,NA,38.3448276,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
7870,Niinemets_2009,Niinemets_2009_076,Zamiaceae,Macrozamia,Macrozamia_spiralis,1,long,1,AM,-33.68,150.755,13.7,0.619,556,22.1324717,40.5839416,898.22294,0.099,0.024,1.165,13.876,7.957,11632,17.89,794.124,740.014282,33.3706818,437.90564
3982,Crous_2019,Crous_2019_235,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,19.519646,0.727144,555.333929,26.8442647,28.45,763.71933,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
3825,Cernusak_2011,Cernusak_2011_56,Myrtaceae,Corymbia,Corymbia_terminalis,1,long,0,EcM-AM,-15.259,132.371,7.1,0.396,555.2,17.9292929,78.1971831,1402.0202,0.051,0.022,0.603,7.919,3.164,4575.316,26.967,868.39,819.161926,114.027397,339.974091
4329,MacinnisNg_2016,MacinnisNg_2016_096,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.1,NA,555,NA,45.8677686,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4322,MacinnisNg_2016,MacinnisNg_2016_089,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,10.1,NA,555,NA,54.9504951,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4339,MacinnisNg_2016,MacinnisNg_2016_106,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,15.2,NA,554,NA,36.4473684,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4338,MacinnisNg_2016,MacinnisNg_2016_105,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.9,NA,554,NA,42.9457364,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4333,MacinnisNg_2016,MacinnisNg_2016_100,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.7,NA,554,NA,43.6220472,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4313,MacinnisNg_2016,MacinnisNg_2016_080,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11.1,NA,554,NA,49.9099099,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
294,Wills_2018,Wills_2018_139,Araliaceae,Polyscias,Polyscias_elegans,1,long,0,AM,-17.17724,145.58667,19.34,1.38212129,553.7,13.9929832,28.6297828,400.61607,0.16,0.037,2.669,3.948,13.751,10147.895,21.299,1614.671,1131.16187,87.0468826,276.909363
5771,Smith_2012,Smith_2012_11,Myrtaceae,Eucalyptus,Eucalyptus_sideroxylon,1,long,0,EcM-AM,-33.61,150.7407,13.9,NA,553.4,NA,39.8129496,NA,0.146,0.031,1.25,13.657,6.807,11632,17.849,780.781,727.466675,32.7655144,439.557282
4297,MacinnisNg_2016,MacinnisNg_2016_063,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,10.3,NA,553,NA,53.6893204,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4347,MacinnisNg_2016,MacinnisNg_2016_114,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,9.63,NA,553,NA,57.4247144,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
3770,Cernusak_2011,Cernusak_2011_01,Myrtaceae,Eucalyptus,Eucalyptus_miniata,1,long,0,EcM-AM,-12.485,131.146,9.9,0.628,552.6,15.7643312,55.8181818,879.936306,0.079,0.021,1.659,4.029,3.657,4854.368,27.187,1583.609,1206.07617,109.011269,178.433334
4325,MacinnisNg_2016,MacinnisNg_2016_092,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,13.9,NA,552,NA,39.7122302,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4302,MacinnisNg_2016,MacinnisNg_2016_069,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.4,NA,552,NA,44.516129,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4337,MacinnisNg_2016,MacinnisNg_2016_104,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11.1,NA,552,NA,49.7297297,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4326,MacinnisNg_2016,MacinnisNg_2016_093,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.2,NA,551,NA,45.1639344,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
1847,Schmidt_2003,Schmidt_2003_005,Fabaceae,Acacia,Acacia_alleniana,1,long,1,EcM-AM,-12.65,132.916667,12,NA,550.7,NA,45.8916667,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
5104,Schulze_2006_2,Schulze_2006_2_085,Myrtaceae,Eucalyptus,Eucalyptus_tenera,1,long,0,EcM-AM,-33.548056,118.3775,9.6,NA,550.7,NA,57.3645833,NA,0.064,0.012,0.886,8.513,5.493,4434.368,16.156,321.638,305.399994,40.0464172,429.192352
1136,Wills_2018,Wills_2018_092,Elaeocarpaceae,Elaeocarpus,Elaeocarpus_sericopetalus,1,long,0,AM,-17.11345,145.60134,13.99,0.53437572,550.7,26.1800817,39.3638313,1030.54832,0.19,0.022,3.224,3.854,12.107,10147.895,20.31,2271.538,1187.94763,84.0134049,278.831451
3898,Crous_2019,Crous_2019_063,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,20.16021,1.305875,550.373733,15.4380856,27.3,421.459736,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
5109,Schulze_2006_2,Schulze_2006_2_090,Myrtaceae,Eucalyptus,Eucalyptus_flocktoniae,1,long,0,EcM-AM,-33.381667,118.51,8.6,NA,550.3,NA,63.9883721,NA,0.059,0.013,0.928,8.253,8,4434.368,16.351,307.814,292.457153,41.2403603,451.056
3980,Crous_2019,Crous_2019_233,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,20.721974,0.897498,550.16841,23.0886019,26.55,613.00238,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
4291,MacinnisNg_2016,MacinnisNg_2016_056,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,19.1,NA,550,NA,28.7958115,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4334,MacinnisNg_2016,MacinnisNg_2016_101,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11.6,NA,550,NA,47.4137931,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
2027,Schulze_2014,Schulze_2014_122,Fabaceae,Acacia,Acacia_aneura,1,long,1,EcM-AM,-28.709444,118.620556,16.928,0.653,549.245,25.9234303,32.4459475,841.11026,0.035,0.014,0.539,7.093,6.793,1614.474,19.916,253.905,241.309525,36.0447884,639.497192
4289,MacinnisNg_2016,MacinnisNg_2016_054,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.4,NA,549,NA,44.2741936,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4323,MacinnisNg_2016,MacinnisNg_2016_090,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,9.64,NA,549,NA,56.9502075,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4332,MacinnisNg_2016,MacinnisNg_2016_099,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12,NA,548,NA,45.6666667,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
2166,Schulze_2014,Schulze_2014_506,Fabaceae,Acacia,Acacia_caesaneura,1,long,1,EcM-AM,-30.430556,119.633889,16.962,NA,547.278,NA,32.2649452,NA,0.035,0.014,0.779,7.238,4.15,2474.263,18.587,245.995,233.742859,40.5684319,598.404419
5084,Schulze_2006_2,Schulze_2006_2_065,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-33.919444,118.328889,8.6,NA,546.4,NA,63.5348837,NA,0.075,0.014,1.111,6.865,7.986,4434.368,15.781,356.333,338.171417,37.2177734,416.537842
4309,MacinnisNg_2016,MacinnisNg_2016_076,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,11.6,NA,546,NA,47.0689655,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4357,Niinemets_2009,Niinemets_2009_013,Myrtaceae,Syncarpia,Syncarpia_glomulifera,1,long,0,EcM-AM,-33.578,151.298,7.7,0.297,546,25.9259259,70.9090909,1838.38384,0.159,0.026,3.075,9.04,10.287,15049.842,18.142,1197.052,1007.96668,27.8615437,351.318665
7087,Wills_2018,Wills_2018_074,Proteaceae,Darlingia,Darlingia_darlingiana,1,long,0,NM,-17.11345,145.60134,13.04,0.40322728,545.7,32.3390818,41.8481595,1353.33105,0.19,0.022,3.224,3.854,12.107,10147.895,20.31,2271.538,1187.94763,84.0134049,278.831451
5774,Smith_2012,Smith_2012_17,Myrtaceae,Eucalyptus,Eucalyptus_sideroxylon,1,long,0,EcM-AM,-33.61,150.7407,20.3,NA,545.5,NA,26.8719212,NA,0.146,0.031,1.25,13.657,6.807,11632,17.849,780.781,727.466675,32.7655144,439.557282
5775,Smith_2012,Smith_2012_19,Myrtaceae,Eucalyptus,Eucalyptus_sideroxylon,1,long,0,EcM-AM,-33.61,150.7407,9.7,NA,545.2,NA,56.2061856,NA,0.146,0.031,1.25,13.657,6.807,11632,17.849,780.781,727.466675,32.7655144,439.557282
4342,MacinnisNg_2016,MacinnisNg_2016_109,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,15.4,NA,545,NA,35.3896104,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4303,MacinnisNg_2016,MacinnisNg_2016_070,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.4,NA,545,NA,43.9516129,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
2036,Schulze_2014,Schulze_2014_131,Fabaceae,Acacia,Acacia_caesaneura,1,long,1,EcM-AM,-28.709444,118.620556,16.567,NA,544.773,NA,32.8830205,NA,0.035,0.014,0.539,7.093,6.793,1614.474,19.916,253.905,241.309525,36.0447884,639.497192
2138,Schulze_2014,Schulze_2014_391,Fabaceae,Acacia,Acacia_gonocarpa,1,long,1,EcM-AM,-16.007222,125.471944,18.609,NA,544.045,NA,29.2355849,NA,0.072,0.027,1.022,5.294,12.08,3557.947,25.454,1208.376,889.180969,116.212273,318.093262
4301,MacinnisNg_2016,MacinnisNg_2016_068,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,13.7,NA,544,NA,39.7080292,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4368,Niinemets_2009,Niinemets_2009_075,Myrtaceae,Eucalyptus,Eucalyptus_haemastoma,1,long,0,EcM-AM,-33.68,150.755,9.6,0.675,544,14.2222222,56.6666667,805.925926,0.099,0.024,1.165,13.876,7.957,11632,17.89,794.124,740.014282,33.3706818,437.90564
6906,Niinemets_2009,Niinemets_2009_058,Proteaceae,Hakea,Hakea_dactyloides,1,long,0,NM,-33.693,151.145,4.4,0.153,544,28.7581699,123.636364,3555.55556,0.145,0.023,2.149,12.844,10.437,15049.842,17.461,1163.224,970.280945,28.5796318,395.367828
509,Wills_2018,Wills_2018_083,Atherospermataceae,Doryphora,Doryphora_aromatica,1,long,0,AM,-17.12013,145.60082,10.86,1.23191404,543.8,8.81555015,50.0736648,441.426904,0.196,0.023,3.256,3.682,15.066,10147.895,20.31,2271.538,1187.94763,79.4296036,278.00528
5723,Schulze_2014,Schulze_2014_358,Myrtaceae,Eucalyptus,Eucalyptus_yilgarnensis,1,long,0,EcM-AM,-30.995556,119.465556,12.547,NA,543.434,NA,43.3118674,NA,0.043,0.015,0.775,6.681,3.657,2474.263,18.683,277.462,263.657135,43.9222527,574.674316
5769,Schulze_2014,Schulze_2014_505,Myrtaceae,Eucalyptus,Eucalyptus_ebbanoensis,1,long,0,EcM-AM,-30.430556,119.633889,15.181,NA,543.104,NA,35.7752454,NA,0.035,0.014,0.779,7.238,4.15,2474.263,18.587,245.995,233.742859,47.503437,598.404419
4304,MacinnisNg_2016,MacinnisNg_2016_071,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.8,NA,543,NA,42.421875,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4340,MacinnisNg_2016,MacinnisNg_2016_107,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.5,NA,543,NA,43.44,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4317,MacinnisNg_2016,MacinnisNg_2016_084,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,12.1,NA,543,NA,44.8760331,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4314,MacinnisNg_2016,MacinnisNg_2016_081,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,10.3,NA,543,NA,52.7184466,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
5086,Schulze_2006_2,Schulze_2006_2_067,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-33.919444,118.328889,8.2,NA,543,NA,66.2195122,NA,0.075,0.014,1.111,6.865,7.986,4434.368,15.781,356.333,338.171417,37.2177734,416.537842
3904,Crous_2019,Crous_2019_077,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,15.118902,0.970052,542.768582,15.5856614,35.9,559.525244,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
3985,Crous_2019,Crous_2019_238,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,13.87668,0.619892,542.578188,22.3856414,39.1,875.278578,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
1880,Schmidt_2003,Schmidt_2003_043,Fabaceae,Acacia,Acacia_latescens,1,long,1,EcM-AM,-12.65,132.916667,25,NA,542.3,NA,21.692,NA,0.058,0.012,1.115,5.66,3.657,5434.158,28.155,1424.2,1119.08093,113.805107,185.657608
2452,Wills_2018,Wills_2018_064,Icacinaceae,Citronella,Citronella_smythii,1,long,0,AM,-17.12013,145.60082,15,1.12934459,542.3,13.28204,36.1533333,480.190019,0.196,0.023,3.256,3.682,15.066,10147.895,20.31,2271.538,1187.94763,79.4296036,278.00528
3897,Crous_2019,Crous_2019_062,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,11.559845,0.47646,542.156731,24.2619422,46.9,1137.88509,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
5179,Schulze_2006_2,Schulze_2006_2_160,Myrtaceae,Eucalyptus,Eucalyptus_tenera,1,long,0,EcM-AM,-32.164722,119.748889,10.2,NA,542.1,NA,53.1470588,NA,0.05,0.009,0.914,6.481,5.164,3733.474,16.516,337.295,320.680939,37.5077248,505.77124
210,Wills_2018,Wills_2018_019,Apocynaceae,Alstonia,Alstonia_muelleriana,1,long,0,AM,-17.11345,145.60134,16.21,0.5228376,542.1,31.0038911,33.4423196,1036.84203,0.19,0.022,3.224,3.854,12.107,10147.895,20.31,2271.538,1187.94763,84.0134049,278.831451
1502,Dong_2017,Dong_2017_085,Fabaceae,Senna,Senna_artemisioides,1,long,0,AM,-25.9,133.897,13.7554466,NA,542.059418,NA,39.4068934,NA,0.031,0.02,0.336,7.666,11.601,1060.158,21.732,161.176,153.142853,32.7969818,639.596252
4352,MacinnisNg_2016,MacinnisNg_2016_119,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,14,NA,542,NA,38.7142857,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4341,MacinnisNg_2016,MacinnisNg_2016_108,Myrtaceae,Eucalyptus,Eucalyptus_macrorhyncha,1,long,0,EcM-AM,-34.4572,149.469,10.9,NA,542,NA,49.7247706,NA,0.132,0.027,1.481,6.354,9.944,8620.474,12.39,706.943,634.900024,15.0836077,513.709595
4360,Niinemets_2009,Niinemets_2009_038,Myrtaceae,Angophora,Angophora_hispida,1,long,0,EcM-AM,-33.693,151.145,6,0.403,542,14.8883375,90.3333333,1344.91315,0.145,0.023,2.149,12.844,10.437,15049.842,17.461,1163.224,970.280945,28.5796318,395.367828
3900,Crous_2019,Crous_2019_073,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,18.490394,1.013178,541.768544,18.2498969,29.3,534.721978,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
3893,Crous_2019,Crous_2019_046,Myrtaceae,Eucalyptus,Eucalyptus_tereticornis,1,long,0,EcM-AM,-33.6167,150.7333,16.21884,0.548612,541.709256,29.5634073,33.4,987.417804,0.136,0.037,1.394,12.597,7.3,11632,17.849,780.781,727.466675,33.4584084,439.668457
5132,Schulze_2006_2,Schulze_2006_2_113,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-32.729722,119.004722,8.9,NA,541.7,NA,60.8651685,NA,0.043,0.009,1.145,7.466,3.52,3733.474,16.099,330.452,314.071442,38.928997,471.503662
5092,Schulze_2006_2,Schulze_2006_2_073,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-33.711111,118.365,7.9,NA,541.6,NA,68.556962,NA,0.059,0.011,0.985,10.763,4.507,4434.368,15.569,345.071,327.271423,37.2614937,426.066162
4356,Niinemets_2009,Niinemets_2009_012,Myrtaceae,Syncarpia,Syncarpia_glomulifera,1,long,0,EcM-AM,-33.578,151.298,10.7,0.437,541,24.4851259,50.5607477,1237.98627,0.159,0.026,3.075,9.04,10.287,15049.842,18.142,1197.052,1007.96668,27.8615437,351.318665
2188,Soper_2014,Soper_2014_006,Fabaceae,Acacia,Acacia_auriculiformis,1,long,1,EcM-AM,-12.43389,130.92278,22.75,NA,540.524,NA,23.7592967,NA,0.071,0.013,1.129,2.311,4.657,4896.368,27.487,1686.757,1241.82385,110.081345,165.396668
1753,Niinemets_2009,Niinemets_2009_021,Fabaceae,Acacia,Acacia_longifolia,1,long,1,EcM-AM,-33.783333,151.116667,23.8,0.411,540.5,57.9075426,22.710084,1315.08516,0.116,0.023,1.709,9.824,8.136,15049.842,18.019,1051.581,926.904785,28.2423897,402.29715
4367,Niinemets_2009,Niinemets_2009_074,Myrtaceae,Eucalyptus,Eucalyptus_haemastoma,1,long,0,EcM-AM,-33.68,150.755,11.5,0.628,540,18.3121019,46.9565217,859.872612,0.099,0.024,1.165,13.876,7.957,11632,17.89,794.124,740.014282,33.3706818,437.90564
5087,Schulze_2006_2,Schulze_2006_2_068,Myrtaceae,Eucalyptus,Eucalyptus_astringens,1,long,0,EcM-AM,-33.711111,118.365,10.4,NA,539.8,NA,51.9038462,NA,0.059,0.011,0.985,10.763,4.507,4434.368,15.569,345.071,327.271423,28.2423897,426.066162
7054,Soper_2014,Soper_2014_034,Proteaceae,Persoonia,Persoonia_falcata,1,long,0,NM,-12.43389,130.92278,14.634,NA,539.597,NA,36.8728304,NA,0.071,0.013,1.129,2.311,4.657,4896.368,27.487,1686.757,1241.82385,110.081345,165.396668
5091,Schulze_2006_2,Schulze_2006_2_072,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-33.711111,118.365,9.1,NA,539.5,NA,59.2857143,NA,0.059,0.011,0.985,10.763,4.507,4434.368,15.569,345.071,327.271423,37.2614937,426.066162
1755,Niinemets_2009,Niinemets_2009_035,Fabaceae,Acacia,Acacia_suaveolens,1,long,1,EcM-AM,-33.693,151.145,22.85,0.26,539.5,87.8846154,23.6105033,2075,0.145,0.023,2.149,12.844,10.437,15049.842,17.461,1163.224,970.280945,28.5796318,395.367828
5118,Schulze_2006_2,Schulze_2006_2_099,Myrtaceae,Eucalyptus,Eucalyptus_salubris,1,long,0,EcM-AM,-33.165,118.472778,10.6,NA,539.3,NA,50.8773585,NA,0.056,0.011,0.771,8.925,9.493,4434.368,16.799,312.257,296.676178,41.5682716,464.089813
5134,Schulze_2006_2,Schulze_2006_2_115,Myrtaceae,Eucalyptus,Eucalyptus_phaenophylla,1,long,0,EcM-AM,-32.729722,119.004722,7.6,NA,539.3,NA,70.9605263,NA,0.043,0.009,1.145,7.466,3.52,3733.474,16.099,330.452,314.071442,38.928997,471.503662
5759,Schulze_2014,Schulze_2014_484,Myrtaceae,Eucalyptus,Eucalyptus_transcontinentalis,1,long,0,EcM-AM,-30.748333,119.558333,14.028,NA,539.218,NA,38.438694,NA,0.037,0.014,0.866,9.924,5.643,2474.263,19.005,263.281,250.195236,49.2755852,584.298828
